MEDIA_NAME,USER_ID,SPECIFIC_CATEGORY,MACRO_CATEGORY,CORRECT_ANSWER,USER_ANSWER,T_I_J,AVERAGE_T_J,D_I_J,AVERAGE_D_I,D_I_F,AVERAGE_D_I_F,D_I_H,AVERAGE_D_I_H,LABEL
NewMedia5,USER_2,Deductive Reasoning,Textual,b,c,21.20044,66.91064043478262,-2.1560967807641083,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,0
NewMedia3,USER_2,Critical Thinking,Textual,a,b,32.52747,44.91522913043478,-0.3808399217779551,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia6,USER_2,Deductive Reasoning,Textual,a,a,51.59839,90.38850673913043,-0.7517699048193254,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia7,USER_2,Diagrammatic Reasoning,Graphical,b,b,51.47668,63.05325891304349,-0.22488977364203525,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia2,USER_2,Critical Thinking,Textual,a,a,21.68298,43.53073565217391,-1.007599308405667,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,0
NewMedia9,USER_2,Diagrammatic Reasoning,Graphical,b,b,31.1344,80.25072065217392,-1.5775579632873582,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,0
NewMedia10,USER_2,Inductive Reasoning,Graphical,d,a,17.28857,54.16188673913045,-2.1328147289874435,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,0
NewMedia22,USER_2,Verbal Reasoning,Textual,d,d,40.34473,90.9118658695652,-1.253376484848584,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,0
NewMedia13,USER_2,Logical Reasoning,Graphical,d,d,17.56995,53.29494456521738,-2.03330086683328,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,0
NewMedia18,USER_2,Mechanical Reasoning,Graphical,a,a,38.06763,56.30706782608695,-0.4791324762294618,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia16,USER_2,Mechanical Reasoning,Graphical,b,b,10.0874,19.867627391304342,-0.9695488819026054,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia23,USER_2,Verbal Reasoning,Textual,d,c,86.79199,109.81043217391304,-0.2652139001987746,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia8,USER_2,Diagrammatic Reasoning,Graphical,c,c,58.64465,80.11716369565217,-0.3661461650065636,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia19,USER_2,Spatial Reasoning,Graphical,b,b,41.58423,60.0733354347826,-0.4446181986484444,-0.8186098519773971,-0.9695488819026054,-0.9964457213812428,0.7710891593647716,-0.7567867632888946,1
NewMedia10,USER_3,Inductive Reasoning,Graphical,d,a,15.17871,54.16188673913045,-2.568279961810354,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia16,USER_3,Mechanical Reasoning,Graphical,b,b,14.770079999999998,19.867627391304342,-0.3451265931737907,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia23,USER_3,Verbal Reasoning,Textual,d,d,99.20416,109.81043217391304,-0.10691358279645774,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia6,USER_3,Deductive Reasoning,Textual,a,a,51.61786,90.38850673913043,-0.7511091459260503,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia3,USER_3,Critical Thinking,Textual,a,b,54.103390000000005,44.91522913043478,0.16982597337366875,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia7,USER_3,Diagrammatic Reasoning,Graphical,b,b,57.49286,63.05325891304349,-0.09671459922229447,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia1,USER_3,Critical Thinking,Textual,b,a,56.300419999999995,53.46044000000001,0.05044331818483765,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia12,USER_3,Inductive Reasoning,Graphical,d,d,20.370179999999998,28.09609978260869,-0.3792759701980391,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia9,USER_3,Diagrammatic Reasoning,Graphical,b,b,37.09595,80.25072065217392,-1.1633283593538897,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia24,USER_3,Verbal Reasoning,Textual,b,b,89.87988,81.41989043478263,0.09412551023896988,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia22,USER_3,Verbal Reasoning,Textual,d,d,103.06897,90.9118658695652,0.11795115572062853,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia21,USER_3,Spatial Reasoning,Graphical,b,b,22.09131,47.02179413043478,-1.1285199533406929,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia15,USER_3,Logical Reasoning,Graphical,c,d,36.76746,41.983887826086956,-0.14187620863902384,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia2,USER_3,Critical Thinking,Textual,a,a,46.00525,43.53073565217391,0.053787651362096435,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia17,USER_3,Mechanical Reasoning,Graphical,b,a,30.72583,26.93287130434783,0.12344528026263805,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia14,USER_3,Logical Reasoning,Graphical,a,a,39.83545,62.11906499999999,-0.5593915720796424,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia20,USER_3,Spatial Reasoning,Graphical,c,c,43.80127,49.77474869565217,-0.1363768378326055,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia8,USER_3,Diagrammatic Reasoning,Graphical,c,b,34.41675,80.11716369565217,-1.3278538413897931,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia5,USER_3,Deductive Reasoning,Textual,b,a,75.23682,66.91064043478262,0.11066628766629656,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia19,USER_3,Spatial Reasoning,Graphical,b,b,48.09473,60.0733354347826,-0.2490627441880348,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia18,USER_3,Mechanical Reasoning,Graphical,a,a,73.54883000000001,56.30706782608695,0.23442605645681985,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia13,USER_3,Logical Reasoning,Graphical,d,d,31.2749,53.29494456521738,-0.7040804148124339,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia4,USER_3,Deductive Reasoning,Textual,a,a,98.28601,63.60174478260869,0.3528911715654274,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,1
NewMedia11,USER_3,Inductive Reasoning,Graphical,b,b,22.16504,59.445183913043486,-1.6819344297616194,-0.4180117420705557,-0.3451265931737907,-0.20031909436973055,0.7997298964952242,-0.24669052433395985,0
NewMedia19,USER_4,Spatial Reasoning,Graphical,b,b,40.27075,60.0733354347826,-0.4917361964895762,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia10,USER_4,Inductive Reasoning,Graphical,d,c,48.26245,54.16188673913045,-0.1222365781084558,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia15,USER_4,Logical Reasoning,Graphical,c,a,54.284180000000006,41.983887826086956,0.2265907336891344,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia21,USER_4,Spatial Reasoning,Graphical,b,b,17.97168,47.02179413043478,-1.616438425925388,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia9,USER_4,Diagrammatic Reasoning,Graphical,b,b,158.43701000000001,80.25072065217392,0.4934850092653608,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia16,USER_4,Mechanical Reasoning,Graphical,b,b,25.253420000000002,19.867627391304342,0.21326983072770564,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia20,USER_4,Spatial Reasoning,Graphical,c,a,36.198240000000006,49.77474869565217,-0.3750599116325041,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia4,USER_4,Deductive Reasoning,Textual,a,a,43.0376,63.60174478260869,-0.4778181121300605,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia24,USER_4,Verbal Reasoning,Textual,b,b,68.25586,81.41989043478263,-0.19286300743676246,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia1,USER_4,Critical Thinking,Textual,b,a,31.389159999999997,53.46044000000001,-0.7031497497862321,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia18,USER_4,Mechanical Reasoning,Graphical,a,b,16.26367,56.30706782608695,-2.462137870854914,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia3,USER_4,Critical Thinking,Textual,a,a,32.2124,44.91522913043478,-0.39434593915494587,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia13,USER_4,Logical Reasoning,Graphical,d,d,29.74072,53.29494456521738,-0.7919856871392954,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia14,USER_4,Logical Reasoning,Graphical,a,a,75.14941,62.11906499999999,0.17339251232977093,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia22,USER_4,Verbal Reasoning,Textual,d,d,107.10741999999999,90.9118658695652,0.1512085169303378,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia12,USER_4,Inductive Reasoning,Graphical,d,d,13.898929999999998,28.09609978260869,-1.021457751251981,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia11,USER_4,Inductive Reasoning,Graphical,b,b,85.61914,59.445183913043486,0.30570216060283384,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia17,USER_4,Mechanical Reasoning,Graphical,b,b,20.0083,26.93287130434783,-0.34608493996730505,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia6,USER_4,Deductive Reasoning,Textual,a,b,117.71143000000001,90.38850673913043,0.232117843278852,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia8,USER_4,Diagrammatic Reasoning,Graphical,c,a,172.31689,80.11716369565217,0.5350591361319708,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia5,USER_4,Deductive Reasoning,Textual,b,c,33.29736,66.91064043478262,-1.0094878523337174,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia23,USER_4,Verbal Reasoning,Textual,d,d,56.146480000000004,109.81043217391304,-0.9557848002922544,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia2,USER_4,Critical Thinking,Textual,a,b,20.65723,43.53073565217391,-1.1072881336061955,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,0
NewMedia7,USER_4,Diagrammatic Reasoning,Graphical,b,b,78.15039,63.05325891304349,0.1931804957973532,-0.3976611965565113,0.21326983072770564,-0.3847576201638601,0.6461465190461746,-0.1908194800276882,1
NewMedia10,USER_6,Inductive Reasoning,Graphical,d,a,12.31836,54.16188673913045,-3.3968423344609553,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,0
NewMedia12,USER_6,Inductive Reasoning,Graphical,d,d,15.171879999999998,28.09609978260869,-0.8518535463376123,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia16,USER_6,Mechanical Reasoning,Graphical,b,b,15.117679999999998,19.867627391304342,-0.3141981700435743,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia18,USER_6,Mechanical Reasoning,Graphical,a,b,19.03003,56.30706782608695,-1.9588533400150685,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,0
NewMedia14,USER_6,Logical Reasoning,Graphical,a,a,32.96289,62.11906499999999,-0.8845151320166402,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia7,USER_6,Diagrammatic Reasoning,Graphical,b,d,75.95313,63.05325891304349,0.16983988792768007,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia11,USER_6,Inductive Reasoning,Graphical,b,b,20.75146,59.445183913043486,-1.864626581119761,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,0
NewMedia13,USER_6,Logical Reasoning,Graphical,d,d,31.381590000000003,53.29494456521738,-0.6982869435620498,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia24,USER_6,Verbal Reasoning,Textual,b,b,78.61255,81.41989043478263,-0.035711097461952536,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia19,USER_6,Spatial Reasoning,Graphical,b,a,55.34911999999999,60.0733354347826,-0.08535303605156866,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia17,USER_6,Mechanical Reasoning,Graphical,b,a,10.041260000000001,26.93287130434783,-1.6822202895202223,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,0
NewMedia21,USER_6,Spatial Reasoning,Graphical,b,b,43.740970000000004,47.02179413043478,-0.07500574702469516,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia1,USER_6,Critical Thinking,Textual,b,a,66.26758000000001,53.46044000000001,0.19326403650171006,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia4,USER_6,Deductive Reasoning,Textual,a,b,69.03418,63.60174478260869,0.07869196414575091,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia8,USER_6,Diagrammatic Reasoning,Graphical,c,b,35.715579999999996,80.11716369565217,-1.2431992899359932,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,0
NewMedia5,USER_6,Deductive Reasoning,Textual,b,b,50.08423,66.91064043478262,-0.3359622466948703,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia6,USER_6,Deductive Reasoning,Textual,a,b,71.83471999999999,90.38850673913043,-0.2582843886512042,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia20,USER_6,Spatial Reasoning,Graphical,c,a,51.73877,49.77474869565217,0.037960340076654914,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia9,USER_6,Diagrammatic Reasoning,Graphical,b,b,31.00732,80.25072065217392,-1.5881217935691936,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,0
NewMedia22,USER_6,Verbal Reasoning,Textual,d,a,75.46387,90.9118658695652,-0.2047071780120103,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia15,USER_6,Logical Reasoning,Graphical,c,c,29.480220000000003,41.983887826086956,-0.4241375344582559,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia2,USER_6,Critical Thinking,Textual,a,b,36.519290000000005,43.53073565217391,-0.1919929344785704,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia3,USER_6,Critical Thinking,Textual,a,a,30.21704,44.91522913043478,-0.4864205471626202,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia23,USER_6,Verbal Reasoning,Textual,d,d,90.18066,109.81043217391304,-0.21767164017110807,-0.6799253142540054,-0.3141981700435743,-0.9494240019671364,0.7796908185047178,-0.22688773561144085,1
NewMedia9,USER_7,Diagrammatic Reasoning,Graphical,b,b,65.10889,80.25072065217392,-0.2325616463769221,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,1
NewMedia14,USER_7,Logical Reasoning,Graphical,a,d,37.3374,62.11906499999999,-0.6637222998923329,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,0
NewMedia6,USER_7,Deductive Reasoning,Textual,a,a,85.13788000000001,90.38850673913043,-0.06167203997950665,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,1
NewMedia18,USER_7,Mechanical Reasoning,Graphical,a,a,30.832459999999998,56.30706782608695,-0.8262268993809431,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,0
NewMedia13,USER_7,Logical Reasoning,Graphical,d,d,33.92755,53.29494456521738,-0.5708456568546031,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,0
NewMedia15,USER_7,Logical Reasoning,Graphical,c,c,24.77063,41.983887826086956,-0.6949059360253237,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,0
NewMedia10,USER_7,Inductive Reasoning,Graphical,d,a,18.89624,54.16188673913045,-1.8662785156798627,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,0
NewMedia22,USER_7,Verbal Reasoning,Textual,d,d,66.92419,90.9118658695652,-0.3584305744987756,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,1
NewMedia21,USER_7,Spatial Reasoning,Graphical,b,b,28.126829999999998,47.02179413043478,-0.6717772365543779,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,0
NewMedia23,USER_7,Verbal Reasoning,Textual,d,c,135.1283,109.81043217391304,0.1873616986677621,-0.6611855792221414,-0.2317373222728882,-0.4513844636911558,0.8529721206342096,-0.07758030527017339,1
