obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
30, 38.0, 2214871, 50048, 19167, 15940, 8954, 9321, 2368, 1247, 88, 77, NA, 2321916,  0*
31, 39.0, 769752, 31256, 9983, 13998, 9510, 2196, 477, 223, 54, 74, NA, 837395,  0*
32, 42.0, 2502671, 206612, 64787, 114709, 84975, 56814, 4991, 1583, 57, 70, NA, 3037142,  0*
33, 43.0, 617380, 55801, 48542, 59277, 2928, 11159, 2432, 816, 44, 81, NA, 798335,  0*
34, 44.0, 182257, 96645, 10751, 15411, 7266, 5997, 1816, 812, 34, 75, NA, 320955,  0*
35, 45.0, 209488, 63541, 1228, 4203, 3955, 2445, 737, 646, 29, 56, NA, 286243,  0*
36, 46.9, 269613, 13345, 11495, 1781, 3262, 1950, 993, 431, 21, 60, NA, 302870,  0*
37, 58.0, 410161, 53953, 17167, 3078, 7193, 2381, 1177, 1017, 10, 43, NA, 496127,  0*
38, 59.0, 227538, 39582, 2382, 5191, 3311, 2861, 1364, 2764, 14, 40, NA, 284993,  0*
39, 60.0, 468588, 46424, 28378, 28862, 8603, 14227, 7135, 7206, 34, 61, NA, 609423,  0*
40, 61.0, 48300, 49614, 50478, 18454, 38342, 22316, 1444, 2309, 44, 61, NA, 231257,  0*
41, 62.0, 185036, 5272, 980, 2933, 2613, 1412, 868, 416, 67, 64, NA, 199530,  0*
42, 63.0, 599865, 39900, 21646, 6727, 18003, 16754, 5824, 5581, 88, 74, NA, 714300,  0*
43, 63.9, 147926, 11436, 2660, 3528, 1890, 3556, 2702, 1117, 93, 64, NA, 174815,  0*
44, 65.0, 25488, 2389, 1853, 1452, 2299, 3411, 1457, 1713, 100, 60, NA, 40062,  0*
45, 66.0, 1192399, 115144, 3553, 6435, 33639, 11800, 9926, 4337, 93, 43, NA, 1377233,  0*
46, 67.0, 32540, 5196, 7593, 4351, 3377, 4400, 3842, 1299, 90, 51, NA, 62598,  0*
47, 69.0, 26606, 6070, 931, 3684, 925, 7372, 1705, 1629, 100, 50, NA, 48922,  0*
48, 70.0, 1213760, 75645, 7245, 7992, 6845, 3296, 1143, 610, 63, 43, NA, 1316536,  0*
49, 71.0, 1606903, 32854, 28321, 26216, 26743, 5559, 1696, 459, 57, 67, NA, 1728751,  0*
50, 73.0, 1177376, 1229264, 33241, 238732, 106773, 117047, 43948, 14769, 43, 53, NA, 2961150,  0*
51, 73.9, 218747, 34210, 34996, 19235, 14938, 11378, 3228, 4175, 24, 63, NA, 340907,  0*
52, 75.0, 16190, 9342, 6563, 1057, 3457, 2534, 2819, 1922, 41, 74, NA, 43884,  0*
53, 75.9, 6381, 22035, 2044, 2414, 2403, 3254, 2215, 501, 50, 56, NA, 41247,  0*
54, 77.0, 1343787, 67838, 24491, 5900, 12682, 5367, 3454, 4339, 47, 63, NA, 1467858,  0*
55, 78.0, 1750939, 159245, 30729, 13621, 5817, 6807, 2706, 2289, 29, 51, NA, 1972153,  0*
56, 79.0, 331370, 163976, 40427, 8428, 14422, 14541, 8606, 3265, 21, 44, NA, 585035,  0*
57, 79.9, 149177, 13996, 14385, 15818, 15087, 9813, 7162, 9359, 29, 60, NA, 234797,  0*
58, 80.9, 1905582, 536402, 191579, 77688, 33411, 58049, 14746, 3835, 30, 61, NA, 2821292,  0*
59, 82.0, 1023004, 35787, 10813, 5590, 4102, 4532, 837, 882, 43, 66, NA, 1085547,  0*
60, 83.0, 169221, 56889, 37139, 8667, 6447, 9957, 5368, 3609, 47, 75, NA, 297297,  0*
61, 83.9, 6848, 4626, 7138, 4092, 1388, 2403, 2304, 766, 41, 78, NA, 29565,  0*
62, 86.0, 18438, 18636, 685, 3209, 7215, 4680, 2931, 1329, 53, 67, NA, 57123,  0*
63, 87.0, 411030, 88362, 10722, 4278, 6464, 13729, 11365, 3578, 60, 56, NA, 549528,  0*
64, 88.0, 458987, 174712, 24175, 20420, 40820, 24226, 6701, 4699, 60, 44, NA, 754740,  0*
65, 89.0, 95872, 22777, 2779, 4254, 7358, 5693, 1067, 345, 63, 27, NA, 140145,  0*
66, 89.9, 373125, 37918, 33448, 19475, 11090, 13615, 3387, 5810, 60, 44, NA, 497868,  0*
67, 91.0, 60897, 4140, 5886, 12705, 2857, 9802, 5215, 4183, 74, 63, NA, 105685,  0*
68, 92.0, 784933, 58041, 2676, 8505, 9093, 10130, 7535, 2776, 77, 61, NA, 883689,  0*
69, 93.0, 105499, 4955, 593, 1114, 1069, 1011, 779, 510, 74, 63, NA, 115530,  0*
70, 95.0, 1229435, 514142, 165148, 36750, 111942, 126142, 45441, 20026, 77, 54, NA, 2249026,  0*
71, 96.0, 1051008, 68954, 14517, 34974, 20891, 21699, 7667, 2432, 64, 47, NA, 1222142,  0*
72, 97.0, 277747, 65106, 16364, 34784, 6502, 12303, 4883, 2105, 61, 60, NA, 419794,  0*
73, 98.0, 1489603, 75909, 38502, 9771, 4859, 9123, 6390, 975, 53, 66, NA, 1635132,  0*
74, 99.0, 1245729, 26035, 10532, 7456, 4944, 1072, 889, 832, 27, 74, NA, 1297489,  0*
75, 100.0, 1723627, 157633, 56689, 98855, 21452, 59679, 17368, 8646, 29, 77, NA, 2143949,  0*
76, 101.0, 1073504, 48153, 31939, 22015, 35577, 6690, 3834, 861, 24, 77, NA, 1222573,  0*
77, 102.0, 911321, 77281, 54039, 23797, 23884, 16455, 4339, 2671, 30, 78, NA, 1113787,  0*
78, 103.0, 520717, 171228, 49225, 6214, 23595, 31005, 6928, 9104, 51, 70, NA, 818016,  0*
79, 104.0, 154670, 17100, 2097, 3631, 7465, 3602, 3126, 436, 50, 61, NA, 192127,  0*
80, 105.0, 1188601, 50387, 31493, 15969, 16641, 30828, 25697, 9574, 69, 60, NA, 1369190,  0*
81, 106.0, 8684, 11594, 7875, 1568, 2669, 4533, 1840, 489, 77, 57, NA, 39252,  0*
82, 106.9, 9261, 8371, 5572, 3131, 3064, 2399, 2326, 414, 77, 66, NA, 34538,  0*
83, 108.0, 16089, 15445, 4055, 3429, 1097, 3586, 2143, 1111, 77, 74, NA, 46955,  0*
84, 108.9, 962, 4650, 4362, 3652, 1081, 1888, 957, 588, 64, 80, NA, 18140,  0*
85, 109.9, 25041, 4522, 1615, 1910, 1435, 1674, 1941, 1127, 64, 80, NA, 39265,  0*
86, 111.0, 5288, 5497, 2229, 1074, 2275, 2845, 1418, 1281, 77, 70, NA, 21907,  0*
87, 111.9, 7401, 5584, 6708, 1988, 1500, 3515, 2188, 1877, 81, 78, NA, 30761,  0*
88, 113.0, 1396423, 437985, 160906, 133674, 62953, 28605, 7564, 7175, 64, 69, NA, 2235285,  0*
89, 116.0, 518638, 25374, 8120, 9400, 18014, 13293, 6161, 1439, 67, 64, NA, 600439,  0*
90, 117.0, 155233, 129932, 8978, 8002, 8746, 11916, 2069, 1503, 51, 56, NA, 326379,  0*
91, 118.0, 577003, 95895, 26401, 7014, 5996, 9190, 3279, 2074, 37, 47, NA, 726852,  0*
92, 119.0, 430185, 5082, 1050, 423, 2479, 2819, 1082, 267, 66, 35, NA, 443387,  0*
93, 120.0, 696305, 81745, 1771, 2912, 6553, 4661, 5082, 1506, 47, 16, NA, 800535,  0*
94, 122.0, 489596, 131181, 26213, 51319, 33313, 9776, 24547, 7035, 41, 29, NA, 772980,  0*
95, 122.9, 201214, 15899, 10194, 7060, 3722, 5389, 4683, 1014, 50, 38, NA, 249175,  0*
96, 124.0, 84710, 3516, 1552, 4295, 9775, 3786, 1987, 685, 48, 47, NA, 110306,  0*
97, 124.9, 3955, 13750, 4179, 2012, 2352, 2514, 1832, 949, 56, 63, NA, 31543,  0*
98, 125.9, 683794, 85222, 65270, 32268, 27909, 14198, 20396, 20665, 61, 67, NA, 949722,  0*
99, 126.9, 15216, 21852, 4258, 4915, 4105, 2444, 2853, 1302, 53, 60, NA, 56945,  0*
100, 128.0, 6936, 8259, 2298, 4480, 2131, 2651, 2070, 804, 44, 64, NA, 29629,  0*
101, 131.0, 129768, 57769, 26575, 70401, 79311, 55843, 25217, 21742, 56, 69, NA, 466626,  0*
102, 132.0, 894297, 25078, 8981, 3678, 4666, 3416, 2464, 1268, 57, 63, NA, 943848,  0*
103, 134.0, 553767, 70507, 29196, 82735, 36602, 26195, 14179, 8537, 66, 70, NA, 821718,  0*
104, 135.0, 606810, 29114, 8209, 19215, 6727, 6736, 1073, 1321, 61, 74, NA, 679205,  0*
105, 136.0, 1911203, 190814, 5538, 15821, 28428, 20354, 6463, 5650, 47, 56, NA, 2184271,  0*
106, 136.9, 1054048, 11905, 8285, 12259, 11436, 4235, 4147, 1231, 51, 63, NA, 1107546,  0*
107, 137.9, 588240, 196330, 55220, 38238, 17868, 49000, 7018, 5007, 54, 54, NA, 956921,  0*
108, 139.0, 529537, 49795, 9501, 25079, 9425, 6764, 1766, 669, 50, 53, NA, 632536,  0*
109, 140.0, 181350, 37033, 6968, 3158, 8147, 1580, 3883, 2208, 37, 61, NA, 244327,  0*
110, 140.9, 2629945, 121581, 3640, 28596, 22266, 31601, 4677, 1291, 41, 48, NA, 2843597,  0*
111, 141.9, 150861, 41759, 18034, 20218, 10663, 9896, 9150, 2608, 38, 53, NA, 263189,  0*
112, 143.0, 120630, 112058, 33912, 15964, 8291, 8539, 6189, 2457, 35, 51, NA, 308040,  0*
113, 143.9, 834358, 40307, 21997, 9435, 13723, 4944, 2310, 1341, 43, 60, NA, 928415,  0*
114, 144.9, 1279271, 43476, 90383, 51692, 10331, 26388, 7845, 2811, 38, 81, NA, 1512197,  0*
115, 145.9, 1467506, 44270, 13564, 15472, 4340, 3996, 1299, 964, 27, 81, NA, 1551411,  0*
116, 147.0, 2199855, 579538, 54622, 58518, 20953, 21238, 16564, 4469, 21, 75, NA, 2955757,  0*
117, 148.0, 67626, 34918, 3175, 3919, 6989, 3401, 503, 265, 23, 61, NA, 120796,  0*
118, 149.0, 87364, 29536, 5413, 10357, 4048, 2131, 822, 137, 10, 48, NA, 139808,  0*
119, 150.0, 1065859, 60442, 22274, 19828, 19070, 9154, 3704, 2764, 14, 47, NA, 1203095,  0*
120, 150.9, 784985, 56470, 8637, 15251, 10580, 29232, 4262, 1648, 47, 50, NA, 911065,  0*
121, 151.9, 725151, 19709, 378, 9759, 3565, 2408, 1583, 424, 47, 60, NA, 762977,  0*
122, 152.9, 36685, 87854, 12306, 9408, 13919, 14517, 10758, 8306, 57, 50, NA, 193753,  0*
123, 154.0, 43143, 8577, 3889, 1818, 6809, 6022, 1405, 991, 77, 44, NA, 72654,  0*
124, 154.9, 1123587, 763087, 35824, 165181, 270234, 144826, 16601, 2647, 64, 41, NA, 2521987,  0*
125, 155.9, 837975, 294978, 16861, 73589, 87552, 36680, 19092, 6903, 67, 37, NA, 1373630,  0*
126, 156.9, 974981, 73069, 13840, 2443, 14522, 13061, 5517, 1386, 67, 35, NA, 1098819,  0*
127, 158.0, 276708, 32317, 2376, 3520, 1688, 1502, 1641, 642, 40, 29, NA, 320394,  0*
128, 158.9, 692245, 138565, 19772, 25795, 15589, 15968, 7737, 1515, 34, 35, NA, 917186,  0*
129, 159.9, 88659, 16611, 1732, 1858, 3125, 2400, 859, 187, 37, 30, NA, 115431,  0*
130, 161.0, 399369, 206420, 138187, 28172, 77356, 31278, 5872, 4884, 29, 43, NA, 891538,  0*
131, 162.0, 901273, 625404, 344776, 59301, 105694, 56889, 24330, 1136, 34, 54, NA, 2118803,  0*
132, 162.9, 1105258, 38322, 35187, 25240, 70010, 29405, 10282, 2298, 48, 57, NA, 1316002,  0*
133, 163.9, 112883, 4801, 5138, 8925, 4339, 3092, 1889, 676, 51, 77, NA, 141743,  0*
134, 165.0, 1444699, 49772, 57001, 17264, 5784, 19316, 5286, 1140, 57, 83, NA, 1600262,  0*
135, 166.0, 1330988, 81087, 50888, 26124, 17255, 34622, 4352, 1503, 77, 83, NA, 1546819,  0*
136, 167.0, 942530, 160552, 19755, 51080, 26733, 19546, 6225, 1383, 60, 81, NA, 1227804,  0*
137, 168.0, 85201, 14944, 4066, 2138, 4181, 1805, 1823, 86, 53, 67, NA, 114244,  0*
138, 169.0, 184748, 16095, 8179, 4232, 970, 1410, 634, 186, 40, 64, NA, 216454,  0*
139, 172.0, 337957, 103192, 23977, 10483, 20039, 24174, 15607, 3282, 37, 56, NA, 538711,  0*
140, 173.0, 1152122, 79620, 53967, 16133, 31588, 10100, 4707, 5422, 34, 61, NA, 1353659,  0*
141, 174.0, 15823, 4814, 3300, 595, 2132, 3364, 2874, 2292, 51, 64, NA, 35194,  0*
142, 175.0, 315718, 44102, 41245, 6859, 30420, 8726, 8881, 8579, 57, 63, NA, 464530,  0*
143, 176.0, 28320, 8497, 2265, 5464, 2815, 1533, 2511, 764, 51, 70, NA, 52169,  0*
144, 177.0, 26890, 10959, 4142, 9727, 1885, 2193, 2858, 1608, 54, 77, NA, 60262,  0*
145, 178.0, 91993, 29731, 10950, 4469, 7243, 5930, 2940, 726, 41, 77, NA, 153982,  0*
146, 179.0, 24956, 5427, 4687, 1550, 5093, 2559, 2839, 1116, 50, 75, NA, 48227,  0*
147, 180.0, 1253095, 80402, 82523, 44159, 29762, 19401, 4997, 2993, 51, 80, NA, 1517332,  0*
148, 181.0, 204607, 33876, 6781, 6280, 5144, 4352, 6155, 1390, 53, 67, NA, 268585,  0
149, 182.0, 265137, 32397, 5376, 6177, 13273, 18324, 13162, 5356, 67, 61, NA, 359202,  0
150, 183.0, 122497, 17047, 3824, 5503, 2607, 5327, 2482, 496, 67, 57, NA, 159783,  0
151, 183.9, 47415, 3147, 4254, 1688, 2957, 2537, 1060, 999, 80, 53, NA, 64057,  0
152, 185.0, 263575, 451225, 89126, 163594, 62304, 27672, 6893, 5820, 69, 57, NA, 1070209,  0
153, 185.9, 686364, 14012, 15562, 9147, 6662, 1417, 976, 599, 40, 77, NA, 734739,  0
154, 186.9, 2349058, 868040, 121764, 20352, 27179, 28659, 19608, 2591, 14, 67, NA, 3437251,  0
155, 187.9, 344922, 97088, 11740, 25297, 5413, 9957, 9915, 3905, 1, 61, NA, 508237,  0
156, 188.9, 1151447, 53671, 24943, 10499, 12512, 6474, 3942, 718, 7, 63, NA, 1264206,  0
157, 190.0, 133440, 6428, 496, 1341, 967, 599, 358, 128, 13, 47, NA, 143757,  0
158, 190.9, 252094, 58091, 8087, 10403, 3808, 2693, 1323, 475, 16, 53, NA, 336974,  0
159, 192.0, 1167301, 139386, 12922, 72572, 11447, 15907, 8636, 8232, 17, 56, NA, 1436403,  0
160, 193.0, 288086, 39636, 7073, 4093, 6297, 2139, 1032, 430, 11, 48, NA, 348786,  0
161, 194.0, 910423, 118960, 18454, 12485, 10430, 10121, 9320, 2131, 10, 48, NA, 1092324,  0
162, 195.0, 1020392, 16107, 3359, 6014, 12354, 8600, 1518, 210, 38, 47, NA, 1068554,  0
163, 196.0, 1477927, 150076, 132946, 112630, 59294, 41892, 29905, 4278, 41, 53, NA, 2008948,  0
164, 197.0, 785270, 99394, 21234, 12708, 10235, 11764, 4983, 4508, 50, 54, NA, 950096,  0
165, 199.0, 950693, 262068, 127400, 25658, 74379, 91142, 17749, 3171, 64, 60, NA, 1552260,  0
166, 200.0, 607103, 4201, 2066, 985, 971, 1097, 1241, 409, 54, 66, NA, 618073,  0
167, 201.0, 84563, 30687, 18341, 6792, 17133, 16588, 10826, 2247, 67, 57, NA, 187177,  0
168, 202.0, 767527, 13148, 2032, 763, 5159, 6258, 3044, 1245, 88, 48, NA, 799176,  0
169, 208.0, 165851, 18962, 21698, 6717, 2762, 2857, 3310, 754, 70, 60, NA, 222911,  0
170, 208.9, 152502, 12462, 11662, 2895, 1715, 1450, 789, 533, 60, 66, NA, 184008,  0
171, 210.0, 241250, 166021, 5539, 13905, 8400, 3126, 1985, 1868, 26, 54, NA, 442094,  0
172, 210.9, 654817, 41733, 18672, 5587, 6301, 5953, 2928, 909, 8, 66, NA, 736900,  0
173, 211.9, 402942, 67008, 12701, 21432, 5519, 12426, 4455, 1786, 16, 57, NA, 528269,  0
174, 212.9, 91458, 18653, 2714, 1060, 1043, 1158, 251, 208, 20, 41, NA, 116545,  0
175, 213.9, 404492, 38688, 4761, 31693, 7358, 9128, 17187, 3212, 41, 57, NA, 516519,  0
176, 215.0, 988552, 435999, 35842, 41174, 83896, 20648, 15214, 5178, 34, 47, NA, 1626503,  0
177, 216.0, 65520, 21938, 4044, 3158, 3401, 2196, 2337, 227, 27, 41, NA, 102821,  0
178, 217.0, 89384, 32595, 10465, 8960, 7297, 1819, 1517, 396, 23, 51, NA, 152433,  0
179, 218.0, 14788, 8033, 8706, 1856, 9036, 4423, 2734, 930, 29, 50, NA, 50506,  0
180, 219.0, 349346, 28232, 35421, 37965, 39703, 18902, 5379, 2495, 48, 67, NA, 517443,  0
181, 220.0, 134167, 60148, 21595, 8231, 6606, 5679, 14396, 2164, 48, 70, NA, 252986,  0
182, 221.0, 28593, 46331, 2845, 9525, 2902, 2607, 2390, 1022, 50, 66, NA, 96215,  0
183, 222.0, 150392, 7775, 1125, 2260, 1370, 1385, 689, 748, 43, 61, NA, 165744,  0
184, 224.0, 78632, 44768, 7258, 8213, 16311, 6375, 1671, 930, 37, 48, NA, 164158,  0
185, 224.9, 1146237, 151538, 19376, 19040, 6614, 5433, 3120, 977, 26, 43, NA, 1352335,  0
186, 226.0, 2080868, 21376, 14361, 6025, 6897, 4074, 1760, 1318, 35, 51, NA, 2136679,  0
187, 227.0, 99953, 6999, 4751, 5410, 1602, 2267, 1879, 712, 35, 61, NA, 123573,  0
188, 228.0, 263758, 154039, 25978, 15871, 5542, 4446, 1239, 1658, 17, 63, NA, 472531,  0
189, 229.0, 56088, 19845, 1121, 1815, 2023, 4597, 3796, 1205, 40, 54, NA, 90490,  0
190, 229.9, 351893, 26836, 5470, 3293, 4589, 6119, 621, 257, 44, 47, NA, 399078,  0
191, 230.9, 63782, 63856, 24923, 4488, 12854, 11117, 1908, 1557, 44, 37, NA, 184485,  0
192, 231.9, 369098, 65021, 37616, 13895, 12767, 6015, 2838, 1928, 51, 44, NA, 509178,  0
193, 233.9, 315281, 788306, 97637, 31498, 26427, 43809, 51756, 7366, 37, 48, NA, 1362080,  0
194, 234.9, 1682695, 261608, 36121, 57685, 64369, 16802, 11925, 12207, 23, 50, NA, 2143412,  0
195, 236.9, 89339, 27435, 3939, 6121, 6673, 3962, 2302, 1151, 23, 44, NA, 140922,  0
196, 237.9, 517544, 107512, 17349, 5102, 9512, 7903, 3881, 632, 24, 34, NA, 669435,  0
197, 238.9, 261695, 47556, 23077, 4631, 5289, 2762, 1195, 833, 21, 44, NA, 347038,  0
198, 240.0, 83147, 16440, 7286, 12110, 2770, 2384, 1813, 1229, 24, 56, NA, 127179,  0
199, 241.0, 15516, 8249, 1089, 720, 3173, 1559, 1515, 583, 29, 51, NA, 32404,  0
200, 242.0, 286279, 64264, 22932, 7031, 6195, 7482, 3322, 2815, 34, 61, NA, 400320,  0
201, 242.9, 23872, 16174, 436, 5019, 1508, 2161, 1723, 517, 44, 54, NA, 51410,  0
202, 244.0, 139439, 33981, 3794, 1537, 1764, 1657, 2792, 667, 40, 35, NA, 185631,  0
203, 244.9, 7468, 11786, 1142, 3868, 5593, 2653, 1370, 888, 38, 40, NA, 34768,  0
204, 246.0, 32455, 29563, 10867, 4282, 4208, 3279, 1646, 1158, 38, 40, NA, 87458,  0
205, 247.0, 1891635, 51208, 20970, 22199, 9329, 4418, 3771, 3935, 27, 50, NA, 2007465,  0
206, 248.0, 997542, 85218, 5999, 13849, 14934, 12674, 6778, 4317, 41, 51, NA, 1141311,  0
207, 248.9, 159273, 57830, 8761, 8972, 4620, 7154, 5065, 5468, 35, 51, NA, 257143,  0
208, 249.9, 23949, 7341, 3571, 2402, 2863, 2677, 946, 1646, 47, 53, NA, 45395,  0
209, 251.0, 76168, 8844, 1926, 3394, 1498, 1565, 362, 383, 56, 50, NA, 94140,  0
210, 252.0, 245810, 57993, 10652, 4499, 8727, 5759, 1724, 787, 51, 51, NA, 335951,  0
211, 253.0, 65471, 45736, 20998, 15333, 10962, 5756, 4184, 4532, 48, 60, NA, 172972,  0
212, 254.0, 527187, 78007, 35270, 20236, 44999, 22166, 7768, 4410, 44, 57, NA, 740043,  0
213, 255.0, 13055, 2426, 7413, 5243, 2262, 1868, 1194, 1654, 47, 74, NA, 35115,  0
214, 255.9, 467093, 84086, 9441, 6048, 9313, 14278, 7387, 4669, 53, 69, NA, 602315,  0
215, 256.9, 20010, 15286, 2965, 5759, 3763, 3529, 1664, 1002, 61, 66, NA, 53978,  0
216, 258.0, 75522, 38163, 7665, 17610, 19039, 13852, 4781, 2875, 64, 64, NA, 179507,  0
217, 258.9, 38570, 34206, 1311, 1881, 4629, 2714, 1401, 1156, 57, 30, NA, 85868,  0
218, 260.0, 17501, 4108, 4802, 3956, 2324, 1305, 2438, 1399, 56, 51, NA, 37833,  0
219, 261.0, 6853, 5164, 1270, 996, 659, 4932, 1614, 816, 74, 47, NA, 22304,  0
220, 262.0, 1676, 2590, 1570, 1001, 1065, 3040, 2418, 191, 83, 47, NA, 13551,  0
221, 263.0, 58415, 58625, 10611, 2994, 2678, 2267, 2047, 520, 75, 56, NA, 138157,  0
222, 263.9, 9687, 2276, 1344, 959, 3661, 1409, 412, 1764, 87, 44, NA, 21512,  0
223, 265.0, 23742, 6233, 3081, 5419, 4645, 1988, 1900, 1590, 69, 56, NA, 48598,  0
224, 266.0, 146259, 17786, 11437, 6197, 13696, 9496, 12761, 3465, 61, 56, NA, 221097,  0
225, 267.0, 37217, 5577, 3613, 7932, 3718, 4056, 1551, 885, 84, 70, NA, 64549,  0
226, 268.0, 88488, 46747, 5788, 5908, 7126, 4747, 3276, 2234, 67, 66, NA, 164314,  0
227, 269.0, 2677, 6457, 15202, 1805, 1806, 1493, 1522, 1350, 60, 77, NA, 32312,  0
228, 269.9, 12768, 16909, 3723, 1230, 1159, 2399, 2253, 710, 50, 70, NA, 41151,  0
229, 271.0, 26162, 3230, 3468, 4650, 630, 3498, 1835, 445, 51, 74, NA, 43918,  0
230, 272.0, 106298, 13759, 3397, 3909, 3439, 3084, 2061, 770, 60, 80, NA, 136717,  0
231, 273.0, 1250, 2860, 4496, 1802, 2496, 1704, 1809, 1042, 70, 74, NA, 17459,  0
232, 273.9, 9178, 8490, 7502, 4332, 1092, 1022, 1295, 422, 63, 88, NA, 33333,  0
233, 274.9, 11502, 9488, 9345, 3502, 1207, 1746, 1378, 1172, 48, 88, NA, 39340,  0
234, 276.0, 27737, 15934, 3529, 1485, 1979, 2123, 1245, 1690, 44, 83, NA, 55722,  0
235, 277.9, 5418, 11071, 12152, 2228, 1879, 4022, 4693, 747, 41, 83, NA, 42210,  0
236, 279.0, 1797758, 75500, 23646, 22479, 7978, 7148, 6833, 1255, 43, 75, NA, 1942597,  0
237, 279.9, 437460, 273113, 115106, 28953, 63663, 15388, 9183, 6106, 35, 66, NA, 948972,  0
238, 280.9, 120530, 34795, 22408, 18385, 27458, 15139, 3793, 868, 41, 74, NA, 243376,  0
239, 283.9, 1492000, 197653, 44276, 56642, 32782, 53450, 16672, 1824, 43, 64, NA, 1895299,  0
240, 285.0, 1845221, 131532, 12359, 20773, 37035, 11676, 9089, 4730, 44, 54, NA, 2072415,  0
241, 287.0, 653754, 83058, 58101, 106472, 56640, 37694, 18599, 9135, 60, 63, NA, 1023453,  0
242, 288.0, 1499413, 82510, 55263, 17986, 9478, 2592, 5441, 5311, 34, 67, NA, 1677994,  0
243, 288.9, 629518, 12637, 6700, 6081, 4036, 3415, 2317, 1156, 29, 74, NA, 665860,  0
244, 290.0, 826677, 746424, 56053, 111182, 134463, 85582, 62719, 55034, 34, 74, NA, 2078134,  0
245, 290.9, 1511649, 175279, 59511, 27552, 30554, 12766, 16960, 3577, 20, 63, NA, 1837848,  0
246, 291.9, 39118, 15243, 10523, 1288, 494, 4708, 1069, 803, 47, 60, NA, 73246,  0
247, 292.9, 23841, 7618, 7780, 1734, 2368, 2269, 1014, 968, 44, 63, NA, 47592,  0
248, 294.0, 30467, 15207, 5319, 1443, 3740, 2648, 1299, 1443, 48, 69, NA, 61566,  0
249, 295.0, 359672, 34814, 1721, 13001, 1780, 1959, 1011, 1362, 47, 69, NA, 415320,  0
