obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
23, 26.9, 7051, 2660, 1148, 5671, 2419, 2329, 1464, 657, 57, 60, NA, 23399,  4*
24, 27.9, 19822, 4987, 718, 703, 1768, 1278, 2203, 535, 83, 60, NA, 32014,  4*
25, 28.9, 20916, 7420, 5490, 1318, 6615, 5705, 1114, 798, 100, 51, NA, 49376,  4*
26, 30.0, 50912, 15993, 1458, 6866, 2586, 2233, 1089, 656, 88, 54, NA, 81793,  4*
27, 30.9, 190851, 19137, 9444, 6010, 3889, 3367, 782, 608, 70, 50, NA, 234088,  4*
28, 31.9, 13142, 7088, 10037, 3547, 1860, 1460, 1871, 311, 54, 77, NA, 39316,  4*
29, 32.9, 35101, 5590, 2499, 2829, 1062, 2318, 2146, 616, 44, 83, NA, 52161,  4*
30, 34.0, 6866, 8665, 7036, 1494, 2543, 2606, 2111, 514, 53, 88, NA, 31835,  4*
31, 34.9, 6022, 17925, 1362, 881, 2292, 2548, 2136, 2593, 56, 63, NA, 35759,  4*
32, 35.9, 2106, 4910, 1194, 445, 1145, 1756, 3036, 339, 81, 38, NA, 14931,  4*
33, 37.0, 53956, 9730, 5202, 9421, 5989, 2499, 1154, 933, 67, 43, NA, 88884,  4*
34, 37.9, 11185, 11127, 2420, 2020, 2084, 3342, 489, 438, 74, 29, NA, 33105,  4*
35, 38.9, 7922, 4967, 2496, 2771, 3675, 2717, 1671, 773, 87, 50, NA, 26992,  4*
36, 39.9, 8887, 11130, 1937, 1680, 2047, 1512, 1234, 725, 69, 53, NA, 29152,  4*
37, 41.0, 39434, 5011, 8759, 3322, 2355, 6140, 1443, 1321, 88, 53, NA, 67785,  4*
38, 41.9, 9672, 2383, 8562, 1016, 3587, 2120, 2030, 2365, 87, 75, NA, 31735,  4*
39, 42.9, 24103, 10734, 4546, 7343, 3014, 3192, 2128, 672, 75, 80, NA, 55732,  4*
40, 43.9, 6840, 10223, 4164, 1300, 1559, 5938, 1297, 1287, 97, 81, NA, 32608,  4*
41, 44.9, 37285, 21749, 4207, 6997, 1345, 4864, 2430, 760, 83, 70, NA, 79637,  4*
42, 45.9, 5282, 2199, 2775, 2537, 437, 2557, 1083, 978, 91, 69, NA, 17848,  4*
43, 46.9, 5233, 2126, 9506, 1156, 1677, 3049, 2047, 1058, 100, 81, NA, 25852,  4*
44, 48.0, 15516, 20089, 7805, 3824, 1301, 2226, 1736, 642, 70, 88, NA, 53139,  4*
45, 48.9, 9213, 13331, 5786, 3505, 1733, 3354, 714, 443, 74, 93, NA, 38079,  4*
46, 49.9, 5699, 7141, 4724, 6063, 2427, 886, 1218, 556, 41, 93, NA, 28714,  4*
47, 50.9, 13508, 8148, 664, 3108, 1493, 1805, 1215, 687, 35, 70, NA, 30628,  4*
48, 51.9, 9955, 3529, 6800, 1369, 2850, 1958, 2053, 655, 51, 80, NA, 29169,  4*
49, 53.0, 424976, 59743, 6192, 2217, 1814, 5939, 2730, 1104, 41, 60, NA, 504715,  4*
50, 54.0, 51830, 4714, 1846, 7318, 2252, 1017, 1486, 1280, 48, 61, NA, 71743,  4*
51, 55.0, 7465, 17892, 5459, 359, 3591, 2606, 1235, 993, 43, 57, NA, 39600,  4*
52, 55.9, 12968, 4233, 1461, 5952, 770, 3336, 1459, 611, 51, 56, NA, 30790,  4*
53, 56.9, 12224, 12877, 752, 4882, 6174, 3097, 2353, 465, 63, 66, NA, 42824,  4*
54, 57.9, 4177, 10626, 1269, 5551, 3769, 4432, 1440, 1027, 84, 51, NA, 32291,  4*
55, 59.0, 61400, 15808, 1685, 1603, 3208, 1461, 3493, 1720, 77, 47, NA, 90378,  4*
56, 59.9, 12296, 12892, 5220, 10782, 3061, 2277, 978, 1457, 53, 48, NA, 48963,  4*
57, 60.9, 14635, 11421, 3294, 2345, 1981, 2286, 1937, 288, 48, 51, NA, 38187,  4*
58, 62.0, 16870, 11496, 8256, 8424, 1074, 2582, 1295, 751, 30, 66, NA, 50748,  4*
59, 62.9, 33682, 6779, 1777, 1721, 810, 3303, 2027, 488, 56, 77, NA, 50587,  4*
60, 63.9, 14835, 16660, 1808, 12920, 1660, 2121, 1092, 453, 54, 75, NA, 51549,  4*
61, 64.9, 13418, 21149, 7349, 6989, 2960, 2921, 1795, 575, 47, 80, NA, 57156,  4*
62, 66.0, 3842, 5473, 5390, 923, 2578, 2012, 4200, 1230, 56, 70, NA, 25648,  4*
63, 66.9, 10275, 2439, 1477, 8924, 3241, 4555, 799, 764, 60, 88, NA, 32474,  4*
64, 67.9, 44468, 6326, 4560, 5273, 2190, 1150, 1864, 732, 60, 91, NA, 66563,  4*
65, 69.0, 170437, 160772, 31695, 5869, 23075, 9459, 3357, 1231, 51, 78, NA, 405895,  4*
66, 69.9, 223987, 17449, 8747, 3921, 2702, 1805, 1524, 708, 34, 78, NA, 260843,  4*
67, 70.9, 16253, 58547, 8035, 11452, 5237, 4096, 4473, 938, 3, 57, NA, 109031,  4*
68, 71.9, 5259, 26015, 13472, 2188, 1507, 1563, 2979, 432, 1, 50, NA, 53415,  4*
69, 73.0, 531240, 107693, 3975, 14977, 13752, 13238, 11239, 9602, 3, 44, NA, 705716,  4*
70, 73.9, 13997, 16037, 6288, 2307, 1191, 2337, 1841, 534, 11, 41, NA, 44532,  4*
71, 74.9, 3701, 12872, 6534, 4154, 959, 3399, 1708, 1095, 26, 51, NA, 34422,  4*
72, 75.9, 20288, 9702, 1123, 6944, 3274, 1793, 1244, 1121, 44, 51, NA, 45489,  4*
73, 77.0, 8379, 8605, 14747, 7505, 1584, 1406, 1326, 906, 29, 84, NA, 44458,  4*
74, 77.9, 29414, 22860, 531, 5678, 1715, 2057, 1117, 835, 26, 77, NA, 64207,  4*
75, 78.9, 16753, 10814, 4940, 3899, 5144, 2569, 1515, 859, 24, 74, NA, 46493,  4*
76, 79.9, 584719, 80340, 27518, 24403, 12170, 8793, 4701, 1478, 16, 70, NA, 744122,  4*
77, 80.9, 31072, 16771, 1494, 6148, 1054, 4155, 2172, 854, 43, 51, NA, 63720,  4*
78, 81.9, 13805, 10292, 8081, 8451, 4141, 2425, 2203, 944, 47, 70, NA, 50342,  4*
79, 82.9, 116644, 5710, 3078, 2031, 976, 2087, 404, 496, 53, 74, NA, 131426,  4*
80, 84.0, 6434, 12146, 5773, 4001, 2604, 4622, 1860, 1826, 75, 74, NA, 39266,  4*
81, 85.0, 99516, 17091, 2416, 23816, 1652, 2327, 3228, 1018, 54, 88, NA, 151064,  4*
82, 86.0, 11492, 34133, 1314, 6589, 3547, 3735, 1790, 518, 54, 66, NA, 63118,  4*
83, 86.9, 13016, 17031, 2905, 4637, 2273, 3904, 1779, 925, 51, 60, NA, 46470,  4*
84, 87.9, 12906, 8367, 5783, 5218, 4428, 3905, 1353, 1593, 50, 61, NA, 43553,  4*
85, 88.9, 17245, 9716, 4263, 3133, 2885, 1947, 3319, 605, 61, 51, NA, 43113,  4*
86, 89.9, 3845, 8415, 4945, 1047, 685, 4530, 2097, 1834, 83, 61, NA, 27398,  4*
87, 91.0, 19464, 16260, 5340, 6514, 2376, 3868, 5041, 1232, 80, 67, NA, 60095,  4*
88, 91.9, 26709, 26912, 10173, 3985, 3501, 2996, 2955, 1467, 60, 61, NA, 78698,  4*
89, 92.9, 17805, 22896, 9374, 1681, 2855, 5791, 1537, 566, 66, 56, NA, 62505,  4*
90, 93.9, 119037, 6367, 1436, 6724, 5934, 1557, 2252, 1645, 48, 61, NA, 144952,  4*
91, 94.9, 2614, 6107, 26229, 4921, 2127, 1407, 1453, 388, 23, 77, NA, 45246,  4*
92, 95.9, 9797, 10643, 1835, 2656, 2401, 1681, 2935, 785, 34, 69, NA, 32733,  4*
93, 96.9, 13208, 5969, 23677, 2080, 2845, 2790, 1837, 868, 20, 87, NA, 53274,  4*
94, 98.0, 404440, 210746, 15494, 6710, 22914, 19189, 7257, 3457, 16, 60, NA, 690207,  4*
95, 98.9, 23340, 11705, 9228, 5085, 3653, 4395, 1695, 1387, 43, 43, NA, 60488,  4*
96, 99.9, 526518, 99424, 15239, 75290, 13335, 7270, 9389, 8568, 26, 53, NA, 755033,  4*
97, 101.0, 29662, 12248, 4689, 489, 2242, 1842, 1280, 1023, 29, 34, NA, 53475,  4*
98, 102.0, 8012, 6326, 11957, 14723, 1228, 2798, 2180, 899, 29, 69, NA, 48123,  4*
99, 102.9, 9764, 31552, 9784, 7060, 4081, 3410, 3433, 601, 14, 64, NA, 69685,  4*
100, 103.9, 14274, 15761, 34454, 3035, 3244, 2114, 1955, 675, 14, 75, NA, 75512,  4*
101, 104.9, 8499, 3035, 1821, 2290, 2099, 3708, 3019, 284, 37, 80, NA, 24755,  4*
102, 105.9, 15027, 18890, 7181, 6375, 4867, 3558, 1159, 1247, 40, 61, NA, 58304,  4*
103, 106.9, 22366, 23554, 3273, 1305, 3374, 4133, 1228, 463, 50, 48, NA, 59696,  4*
104, 107.9, 37187, 19886, 2256, 8021, 5555, 2611, 1542, 974, 61, 30, NA, 78032,  4*
105, 109.0, 9707, 6330, 4550, 5533, 4258, 3310, 1123, 921, 44, 35, NA, 35732,  4*
106, 109.9, 15800, 22756, 5793, 5066, 2279, 3133, 1758, 623, 41, 34, NA, 57208,  4*
107, 110.9, 26534, 9139, 4423, 3287, 1859, 3367, 1227, 891, 44, 48, NA, 50727,  4*
108, 111.9, 96739, 32642, 50028, 4625, 4178, 6624, 1728, 2022, 41, 61, NA, 198586,  4*
109, 112.9, 98813, 11246, 2909, 9033, 5774, 2485, 1593, 970, 35, 60, NA, 132823,  4*
110, 113.9, 49959, 53216, 7036, 4641, 13149, 3508, 3836, 856, 26, 50, NA, 136201,  4*
111, 114.9, 141895, 4138, 4706, 2056, 2856, 1991, 1574, 408, 26, 53, NA, 159624,  4*
112, 116.0, 19894, 4581, 4463, 2106, 5305, 1415, 1842, 483, 35, 43, NA, 40089,  4*
113, 117.0, 307547, 30055, 19821, 5814, 13581, 12048, 2670, 1028, 47, 41, NA, 392564,  4*
114, 117.9, 1503361, 28312, 14937, 23823, 12498, 10165, 7078, 8667, 60, 57, NA, 1608841,  4*
115, 118.9, 637065, 109706, 6353, 3170, 20980, 3195, 3413, 1258, 35, 34, NA, 785140,  4*
116, 120.0, 514787, 113144, 11010, 8940, 8663, 9391, 2478, 1433, 26, 17, NA, 669846,  4*
117, 120.9, 43147, 8739, 9799, 3088, 2389, 5191, 2323, 1375, 30, 24, NA, 76051,  4*
118, 121.9, 17325, 28905, 6118, 2071, 2065, 2344, 5722, 1290, 23, 13, NA, 65840,  4*
119, 122.9, 19585, 11200, 3507, 10422, 5102, 7872, 8807, 1580, 57, 37, NA, 68075,  4*
120, 123.9, 197946, 234500, 32811, 32490, 23374, 13631, 7644, 4290, 51, 41, NA, 546686,  4*
121, 124.9, 18254, 7887, 13240, 10425, 4991, 2662, 1098, 1006, 37, 48, NA, 59563,  4*
122, 125.9, 25875, 36582, 13326, 2717, 1349, 2612, 976, 355, 34, 54, NA, 83792,  4*
123, 127.0, 6521, 18445, 5181, 3698, 4144, 4263, 1347, 840, 23, 48, NA, 44439,  4*
124, 127.9, 147277, 6151, 6160, 4157, 7440, 4216, 3050, 783, 48, 57, NA, 179234,  4*
125, 128.9, 336905, 26584, 2579, 3773, 5141, 7435, 946, 1360, 61, 35, NA, 384723,  4*
126, 129.9, 5727, 60898, 26359, 1884, 3664, 4657, 1954, 463, 63, 34, NA, 105606,  4*
127, 130.9, 33792, 8792, 4842, 669, 2670, 3324, 1621, 822, 67, 35, NA, 56532,  4*
128, 131.9, 20926, 13565, 5992, 4095, 4368, 3186, 2746, 472, 60, 34, NA, 55350,  4*
129, 133.0, 29374, 6240, 639, 8933, 1764, 2765, 1169, 698, 54, 51, NA, 51582,  4*
130, 134.0, 48172, 11592, 6699, 5940, 1638, 3145, 1951, 449, 67, 60, NA, 79586,  4*
131, 134.9, 16933, 5003, 9070, 1774, 1790, 1938, 865, 507, 57, 74, NA, 37880,  4*
132, 135.9, 929533, 688633, 25306, 23079, 49118, 53668, 4831, 3922, 50, 51, NA, 1778090,  4*
133, 136.9, 6017, 16823, 8002, 9844, 6499, 9908, 2352, 854, 57, 47, NA, 60299,  4*
134, 138.0, 34145, 10429, 2389, 1426, 2130, 2064, 1256, 324, 60, 35, NA, 54163,  4*
135, 138.9, 38625, 4952, 12229, 4460, 4459, 2759, 1928, 458, 60, 38, NA, 69870,  4*
136, 139.9, 55938, 8872, 8593, 3577, 3369, 3071, 1802, 643, 67, 64, NA, 85865,  4*
137, 141.0, 16121, 22293, 20585, 5303, 3377, 4047, 1745, 588, 53, 69, NA, 74059,  4*
138, 141.9, 1068081, 221307, 33367, 57143, 17306, 47520, 12159, 6780, 51, 74, NA, 1463663,  4*
139, 142.9, 512554, 100204, 74876, 35950, 14371, 17136, 12647, 10368, 47, 66, NA, 778106,  4*
140, 143.9, 31870, 37977, 2373, 23174, 8002, 3951, 2176, 813, 37, 61, NA, 110336,  4*
141, 145.0, 107519, 27175, 2163, 1440, 1724, 2105, 1682, 1259, 34, 40, NA, 145067,  4*
142, 145.9, 74051, 5014, 2656, 3080, 3095, 2319, 2438, 1925, 38, 47, NA, 94578,  4*
143, 146.9, 20366, 12904, 7857, 2555, 1671, 2187, 2230, 899, 40, 43, NA, 50669,  4*
144, 147.9, 658703, 111009, 4443, 6696, 6696, 9431, 1387, 2048, 43, 23, NA, 800413,  4*
145, 149.0, 344816, 26455, 12536, 9610, 6242, 4380, 1482, 1633, 48, 40, NA, 407154,  4*
146, 149.9, 262021, 150593, 41634, 3775, 6867, 5162, 2786, 1393, 20, 34, NA, 474231,  4*
147, 150.9, 235901, 64197, 22620, 7616, 13078, 10680, 4766, 1228, 21, 27, NA, 360086,  4*
148, 152.0, 918178, 99783, 33412, 34950, 13389, 14756, 8267, 5461, 23, 48, NA, 1128196,  4*
149, 152.9, 85547, 17871, 1225, 2808, 958, 930, 608, 225, 11, 38, NA, 110172,  4*
150, 153.9, 95892, 43175, 7034, 12249, 4009, 2401, 4852, 915, 14, 41, NA, 170527,  4*
151, 154.9, 134868, 14954, 2489, 2840, 3080, 5404, 3425, 727, 27, 37, NA, 167787,  4*
152, 155.9, 12064, 9058, 3500, 6955, 4293, 4209, 2452, 647, 41, 37, NA, 43178,  4*
153, 156.9, 16198, 13268, 5661, 4745, 4129, 6868, 5831, 2327, 67, 44, NA, 59027,  4*
154, 157.9, 591584, 376087, 32232, 16658, 8346, 19004, 3131, 1478, 70, 34, NA, 1048520,  4*
155, 159.0, 137968, 30062, 5947, 7486, 2628, 6434, 569, 620, 63, 38, NA, 191714,  4*
156, 159.9, 631050, 460435, 106014, 36534, 23101, 25483, 14228, 8967, 38, 29, NA, 1305812,  4*
157, 160.9, 495098, 120952, 59598, 49152, 14010, 17560, 10350, 5549, 17, 35, NA, 772269,  4*
158, 161.9, 580835, 109933, 14862, 83642, 39508, 27960, 6318, 6908, 34, 51, NA, 869966,  4*
159, 163.0, 10958, 4945, 4306, 1510, 1277, 1943, 2274, 735, 37, 57, NA, 27948,  4*
160, 163.9, 170761, 46918, 498, 9009, 16310, 6565, 2760, 1734, 51, 51, NA, 254555,  4*
161, 165.0, 103145, 23982, 6905, 4638, 8009, 2407, 1061, 614, 51, 43, NA, 150761,  4*
162, 165.9, 47508, 29964, 12499, 8313, 8170, 7245, 3265, 1450, 51, 40, NA, 118414,  4*
163, 166.9, 474029, 33822, 6988, 9231, 14357, 8294, 11328, 5091, 51, 30, NA, 563140,  4*
164, 168.9, 18369, 19689, 8716, 2617, 5264, 3372, 751, 935, 50, 43, NA, 59713,  4*
165, 170.0, 190125, 29854, 4421, 7302, 3698, 2101, 3123, 422, 47, 43, NA, 241046,  4*
166, 170.9, 112729, 121269, 9317, 4749, 7933, 4564, 1394, 1593, 23, 26, NA, 263548,  4*
167, 171.9, 8058, 27977, 5935, 1563, 2227, 3828, 789, 459, 16, 23, NA, 50836,  4*
168, 172.9, 66762, 15757, 4570, 2423, 2750, 2782, 1285, 2347, 17, 20, NA, 98676,  4*
169, 173.9, 23871, 12296, 12580, 6399, 4203, 2190, 5091, 1340, 21, 30, NA, 67970,  4*
170, 174.9, 17560, 4107, 4144, 1597, 2426, 5646, 1556, 829, 61, 50, NA, 37865,  4*
171, 175.9, 19837, 59615, 20691, 8209, 9064, 4969, 1428, 515, 51, 56, NA, 124328,  4*
172, 176.9, 74276, 10364, 4809, 2821, 3941, 4215, 1877, 1726, 61, 57, NA, 104029,  4*
173, 177.9, 150209, 39448, 11911, 22869, 16909, 12532, 14363, 6725, 70, 51, NA, 274966,  4*
174, 178.9, 19497, 6778, 6589, 1560, 2762, 2631, 3139, 1149, 56, 54, NA, 44105,  4*
175, 179.9, 36967, 4339, 17641, 3546, 2964, 2720, 1327, 1843, 63, 70, NA, 71347,  4*
176, 181.0, 3001, 15406, 5206, 10509, 3708, 2120, 2053, 661, 47, 80, NA, 42664,  4
177, 181.9, 202647, 74890, 5529, 24525, 5714, 8504, 2062, 2013, 38, 77, NA, 325884,  4
178, 182.9, 270507, 31126, 8864, 8464, 10280, 15426, 1773, 849, 47, 67, NA, 347289,  4
179, 183.9, 3543, 28746, 5954, 4759, 2481, 4270, 2229, 458, 48, 47, NA, 52440,  4
180, 184.9, 21391, 4257, 5248, 3210, 8663, 4639, 2599, 1727, 70, 41, NA, 51734,  4
181, 185.9, 55287, 28803, 6694, 18233, 8820, 1989, 1800, 297, 60, 48, NA, 121923,  4
182, 186.9, 177833, 18915, 623, 1506, 1043, 4845, 3122, 790, 54, 35, NA, 208677,  4
183, 188.0, 180348, 45849, 9653, 27818, 13819, 7875, 11107, 6259, 51, 41, NA, 302728,  4
184, 188.9, 6931, 25441, 1191, 3732, 3046, 4817, 1491, 2404, 40, 26, NA, 49053,  4
185, 189.9, 667562, 116833, 37002, 12229, 12080, 12463, 4666, 1481, 50, 21, NA, 864316,  4
186, 190.9, 15727, 12875, 3486, 2178, 2558, 2413, 1393, 721, 41, 35, NA, 41351,  4
187, 191.9, 131872, 90060, 38237, 27648, 26980, 9291, 3065, 5196, 37, 35, NA, 332349,  4
188, 192.9, 21282, 38085, 1347, 7112, 2972, 2488, 1666, 1113, 21, 40, NA, 76065,  4
189, 193.9, 130159, 35829, 10542, 12510, 2162, 4000, 1175, 686, 20, 43, NA, 197063,  4
190, 195.0, 34603, 9483, 2613, 1003, 2429, 3937, 1426, 764, 30, 40, NA, 56258,  4
191, 195.9, 1390391, 79164, 32404, 20458, 30504, 19771, 4917, 3570, 43, 37, NA, 1581179,  4
192, 197.0, 83003, 69772, 13268, 20103, 4311, 4844, 3080, 1216, 41, 44, NA, 199597,  4
193, 197.9, 729024, 104229, 69196, 37231, 14158, 21303, 9754, 9479, 47, 48, NA, 994374,  4
194, 198.9, 363199, 55437, 14707, 11611, 13605, 11779, 4491, 1977, 37, 51, NA, 476806,  4
195, 199.9, 18441, 15418, 9410, 2482, 1742, 1858, 2965, 318, 27, 56, NA, 52634,  4
196, 200.9, 7890, 12110, 7106, 9061, 842, 1852, 1467, 684, 30, 64, NA, 41012,  4
197, 201.9, 29915, 5549, 7523, 7468, 4200, 6419, 3313, 1184, 47, 66, NA, 65571,  4
198, 202.9, 36644, 26725, 42044, 4738, 3506, 6153, 2599, 1060, 38, 81, NA, 123469,  4
199, 203.9, 54438, 15725, 14210, 1245, 2526, 2022, 2310, 663, 38, 84, NA, 93139,  4
200, 204.9, 737031, 371513, 105259, 234300, 77304, 45900, 8295, 5673, 38, 80, NA, 1585275,  4
201, 206.0, 830644, 200877, 17629, 16326, 16774, 16352, 1285, 1840, 17, 61, NA, 1101727,  4
202, 206.9, 177138, 93747, 8293, 23522, 9835, 9806, 4504, 1626, 16, 44, NA, 328471,  4
203, 207.9, 208772, 33517, 74729, 26652, 20391, 16307, 3072, 2681, 24, 51, NA, 386121,  4
204, 208.9, 562195, 38543, 14636, 10314, 5069, 1497, 1766, 1156, 11, 50, NA, 635176,  4
205, 209.9, 5571, 34900, 581, 15681, 9986, 5368, 1793, 1517, 17, 57, NA, 75397,  4
206, 210.9, 157785, 5690, 53, 1395, 724, 1227, 1082, 419, 30, 53, NA, 168375,  4
207, 211.9, 107276, 16978, 7656, 4527, 2408, 754, 428, 609, 13, 43, NA, 140636,  4
208, 213.0, 1092705, 217156, 21649, 43006, 10400, 18590, 4952, 10783, 26, 35, NA, 1419241,  4
209, 213.9, 1963111, 66666, 59977, 48868, 32009, 49778, 30296, 10343, 40, 43, NA, 2261048,  4
210, 214.9, 28877, 3490, 20677, 5392, 1748, 4223, 1510, 1527, 37, 70, NA, 67444,  4
211, 215.9, 94087, 47466, 3010, 10793, 14904, 9001, 2600, 661, 60, 60, NA, 182522,  4
212, 216.9, 99716, 51631, 724, 12484, 9477, 4529, 2286, 800, 60, 56, NA, 181647,  4
213, 217.9, 30394, 36215, 10747, 11917, 3691, 1707, 2363, 268, 29, 53, NA, 97302,  4
214, 218.9, 37678, 10554, 7884, 6911, 2945, 3475, 1723, 875, 29, 41, NA, 72045,  4
215, 220.0, 176306, 194842, 18343, 23702, 12388, 18784, 6229, 5530, 21, 41, NA, 456124,  4
216, 220.9, 242931, 38612, 10343, 5167, 2595, 4627, 1842, 2563, 24, 48, NA, 308680,  4
217, 221.9, 758389, 95173, 2296, 10548, 18118, 11983, 4818, 5436, 41, 29, NA, 906761,  4
218, 222.9, 98563, 72286, 8003, 20320, 8032, 20936, 3251, 1669, 48, 17, NA, 233060,  4
219, 224.0, 42119, 8511, 12998, 1868, 4352, 1490, 2734, 532, 44, 37, NA, 74604,  4
220, 224.9, 106659, 82009, 16833, 3049, 5610, 8520, 1673, 867, 44, 29, NA, 225220,  4
221, 225.9, 48861, 1176, 5422, 3527, 2689, 2534, 1525, 499, 54, 57, NA, 66233,  4
222, 226.9, 279235, 52943, 18828, 14222, 9446, 19632, 5761, 6597, 56, 63, NA, 406664,  4
223, 227.9, 28657, 45239, 524, 8231, 6714, 2809, 4253, 1749, 53, 44, NA, 98176,  4
224, 229.0, 1319411, 255586, 49498, 182893, 53134, 58917, 18885, 3961, 56, 56, NA, 1942285,  4
225, 229.9, 848487, 120835, 72873, 62191, 90895, 8474, 7631, 6104, 30, 48, NA, 1217490,  4
226, 231.0, 87957, 16800, 5482, 2146, 2671, 2622, 1517, 298, 23, 44, NA, 119493,  4
227, 231.9, 21208, 19237, 3395, 3709, 6803, 1775, 762, 543, 27, 50, NA, 57432,  4
228, 232.9, 901154, 82981, 16855, 10903, 3149, 6883, 5177, 2712, 20, 41, NA, 1029814,  4
229, 233.9, 211945, 47255, 7442, 13108, 7906, 4842, 3789, 2350, 27, 35, NA, 298637,  4
230, 234.9, 18762, 38216, 20722, 7470, 20001, 4127, 3196, 1822, 20, 38, NA, 114316,  4
231, 235.9, 2966899, 304523, 26986, 52397, 12680, 25113, 13960, 7924, 20, 37, NA, 3410482,  4
232, 236.9, 82589, 28570, 20464, 4790, 3276, 6787, 2034, 2391, 27, 44, NA, 150901,  4
233, 238.0, 21121, 9742, 9808, 3200, 4149, 3368, 2306, 1054, 38, 51, NA, 54748,  4
234, 238.9, 16777, 7119, 2237, 7346, 1488, 4466, 1511, 1055, 56, 57, NA, 41999,  4
235, 239.9, 76244, 4336, 12571, 7030, 2457, 3786, 4730, 395, 66, 80, NA, 111549,  4
236, 240.9, 16844, 11470, 15300, 3035, 2019, 2754, 4107, 1097, 63, 84, NA, 56626,  4
237, 241.9, 120818, 63397, 6518, 4447, 4047, 5544, 1503, 2408, 53, 67, NA, 208682,  4
238, 242.9, 390026, 21480, 6042, 8204, 8119, 3657, 1964, 573, 41, 61, NA, 440065,  4
239, 243.9, 25903, 5628, 6994, 6311, 1767, 3859, 1335, 1215, 44, 56, NA, 53012,  4
240, 245.0, 305774, 202418, 11617, 9760, 15100, 7551, 4899, 802, 34, 30, NA, 557921,  4
241, 245.9, 67724, 40218, 8003, 3734, 5610, 3066, 548, 264, 30, 38, NA, 129167,  4
242, 246.9, 639554, 77878, 34263, 58344, 34368, 30735, 10434, 2545, 38, 43, NA, 888121,  4
243, 247.9, 13075, 14842, 5883, 9215, 3903, 4794, 1186, 700, 35, 37, NA, 53598,  4
244, 249.0, 1936331, 28906, 43003, 19683, 28580, 10879, 9879, 6902, 50, 60, NA, 2084163,  4
245, 249.9, 1221981, 130000, 47027, 49193, 43641, 38997, 8925, 3899, 64, 66, NA, 1543663,  4
246, 250.9, 16040, 20738, 5986, 5535, 5342, 3155, 1819, 954, 56, 61, NA, 59569,  4
247, 251.9, 84783, 350541, 70630, 10913, 7244, 14930, 1612, 1427, 37, 50, NA, 542080,  4
248, 253.9, 2210567, 51039, 6249, 76526, 57784, 13036, 8097, 2978, 34, 47, NA, 2426276,  4
249, 254.9, 287811, 79823, 146311, 9209, 25505, 17869, 11721, 4158, 21, 56, NA, 582407,  4
250, 256.0, 18374, 27556, 10080, 2333, 3887, 5346, 3215, 1150, 26, 56, NA, 71941,  4
251, 256.9, 304935, 171911, 12146, 48823, 19469, 26466, 34511, 5095, 41, 57, NA, 623356,  4
