obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
27, 29.9, 30325, 6481, 8565, 3287, 1560, 2711, 3866, 720, 66, 64, NA, 57515,  4*
28, 30.9, 3952, 3878, 5038, 482, 3720, 2539, 4574, 837, 75, 56, NA, 25020,  4*
29, 31.9, 31027, 16754, 6526, 2458, 2826, 2786, 1048, 526, 67, 56, NA, 63951,  4*
30, 32.9, 64834, 13567, 4366, 672, 478, 995, 689, 222, 54, 51, NA, 85823,  4*
31, 33.9, 41495, 6274, 7888, 1567, 3506, 3849, 931, 758, 61, 47, NA, 66268,  4*
32, 34.9, 25616, 7476, 414, 1832, 3059, 1246, 562, 483, 53, 35, NA, 40688,  4*
33, 35.9, 3824, 20025, 6171, 1086, 6865, 2618, 987, 883, 51, 29, NA, 42459,  4*
34, 36.9, 18162, 4383, 241, 2125, 1352, 1209, 510, 834, 66, 29, NA, 28816,  4*
35, 37.9, 3096, 5603, 3275, 908, 1603, 1858, 821, 632, 63, 26, NA, 17796,  4*
36, 38.9, 15321, 9788, 1157, 9138, 2809, 2486, 1511, 1228, 63, 41, NA, 43438,  4*
37, 39.9, 14057, 7301, 619, 2876, 2438, 1202, 843, 751, 64, 43, NA, 30087,  4*
38, 40.9, 8696, 12028, 2075, 2826, 4770, 2613, 868, 547, 63, 40, NA, 34423,  4*
39, 41.9, 135614, 23739, 4555, 5891, 7366, 1132, 801, 253, 41, 35, NA, 179351,  4*
40, 42.9, 8077, 13775, 3206, 3211, 1811, 3653, 476, 248, 47, 26, NA, 34457,  4*
41, 43.9, 28942, 6735, 7130, 4022, 4195, 2974, 839, 337, 51, 37, NA, 55174,  4*
42, 44.9, 8290, 7479, 2610, 2693, 4300, 2179, 968, 1075, 53, 41, NA, 29594,  4*
43, 45.9, 224367, 69935, 4823, 14656, 16520, 13297, 6514, 3303, 70, 35, NA, 353415,  4*
44, 46.9, 120738, 26034, 6461, 1941, 5225, 2269, 1256, 907, 57, 34, NA, 164831,  4*
45, 48.0, 100999, 42503, 17260, 8446, 10425, 2883, 1304, 460, 41, 26, NA, 184280,  4*
46, 48.9, 8984, 13070, 342, 2762, 3708, 3157, 953, 170, 43, 16, NA, 33146,  4*
47, 49.9, 146850, 17278, 7608, 4227, 4002, 2660, 981, 654, 37, 27, NA, 184260,  4*
48, 50.9, 19859, 2978, 10547, 2933, 2255, 3085, 641, 951, 48, 48, NA, 43249,  4*
49, 51.9, 69828, 39949, 6971, 3346, 4169, 3263, 884, 1166, 54, 40, NA, 129576,  4*
50, 52.9, 3392, 4876, 18262, 2375, 3444, 1970, 592, 453, 43, 67, NA, 35364,  4*
51, 53.9, 14633, 3274, 3911, 2682, 1302, 1567, 432, 901, 51, 77, NA, 28702,  4*
52, 55.0, 12700, 17840, 2723, 687, 1270, 1883, 1075, 544, 43, 51, NA, 38722,  4*
53, 55.9, 70769, 18590, 2351, 9348, 2907, 2538, 893, 257, 44, 60, NA, 107653,  4*
54, 56.9, 14170, 4082, 1053, 692, 1284, 4745, 1125, 894, 69, 34, NA, 28045,  4*
55, 57.9, 54036, 28087, 4742, 3100, 2645, 746, 997, 725, 44, 16, NA, 95078,  4*
56, 58.9, 13664, 4474, 1515, 654, 1242, 1288, 2057, 436, 51, 24, NA, 25330,  4*
57, 59.9, 14029, 13558, 6074, 2913, 1122, 2832, 3574, 458, 54, 24, NA, 44560,  4*
58, 60.9, 21313, 11295, 2623, 1611, 2300, 1536, 1216, 334, 30, 29, NA, 42228,  4*
59, 61.9, 16744, 22339, 6423, 1209, 4131, 1552, 4331, 315, 41, 30, NA, 57044,  4*
60, 62.9, 10263, 5500, 5470, 2827, 883, 2046, 3478, 342, 38, 44, NA, 30809,  4*
61, 63.9, 6134, 8293, 3566, 1957, 1371, 1318, 1137, 375, 35, 44, NA, 24151,  4*
62, 64.9, 6826, 4703, 10206, 1802, 1149, 2529, 1751, 460, 40, 60, NA, 29426,  4*
63, 65.9, 12337, 39697, 4948, 6478, 2787, 2574, 801, 217, 40, 60, NA, 69839,  4*
64, 66.9, 7962, 7351, 4796, 1723, 1805, 2214, 707, 320, 40, 53, NA, 26878,  4*
65, 67.9, 684138, 94143, 14020, 10454, 7082, 12827, 4011, 5802, 41, 43, NA, 832477,  4*
66, 68.9, 36832, 11064, 4604, 9555, 4641, 1478, 1945, 248, 30, 37, NA, 70367,  4*
67, 69.9, 35949, 17804, 4265, 4934, 1532, 2469, 944, 327, 37, 43, NA, 68224,  4*
68, 70.9, 16353, 10342, 4354, 3543, 1802, 2110, 2384, 343, 35, 43, NA, 41231,  4*
69, 71.9, 21775, 25272, 461, 5491, 3812, 1369, 1053, 722, 23, 43, NA, 59955,  4*
70, 73.0, 58211, 39950, 13776, 3329, 2493, 2748, 1050, 296, 21, 35, NA, 121853,  4*
71, 73.9, 18835, 6113, 6272, 998, 334, 2746, 684, 373, 30, 43, NA, 36355,  4*
72, 74.9, 6844, 7375, 2741, 722, 1125, 1916, 990, 449, 35, 37, NA, 22162,  4*
73, 75.9, 8382, 2846, 2240, 3031, 738, 2029, 1113, 646, 54, 54, NA, 21025,  4*
74, 76.9, 270436, 41240, 1699, 2629, 1129, 2432, 1416, 496, 54, 40, NA, 321477,  4*
75, 77.9, 10761, 23880, 7486, 3015, 4180, 2880, 1249, 433, 47, 29, NA, 53884,  4*
76, 78.9, 63820, 3603, 2685, 647, 254, 496, 1537, 215, 37, 40, NA, 73257,  4*
77, 80.0, 3436, 4793, 361, 6895, 1869, 3557, 1754, 645, 38, 37, NA, 23310,  4*
78, 80.9, 17993, 6319, 7151, 6125, 2437, 2552, 1926, 656, 48, 61, NA, 45159,  4*
79, 81.9, 14667, 4508, 14196, 2373, 2193, 2882, 2860, 828, 53, 81, NA, 44507,  4*
80, 82.9, 16583, 6687, 7603, 1008, 1967, 3588, 766, 638, 66, 81, NA, 38840,  4*
81, 83.9, 68017, 20931, 4310, 1322, 1901, 528, 331, 80, 38, 67, NA, 97420,  4*
82, 84.9, 27596, 10575, 3113, 2347, 4078, 1384, 3512, 332, 34, 54, NA, 52937,  4*
83, 85.9, 94044, 34585, 17045, 1698, 5637, 2022, 1062, 299, 20, 40, NA, 156392,  4*
84, 87.0, 169571, 137035, 16474, 1911, 3525, 1760, 1001, 833, 1, 20, NA, 332110,  4*
85, 87.9, 69454, 30654, 3870, 7665, 4290, 4242, 2812, 440, 11, 21, NA, 123427,  4*
86, 88.9, 32065, 22121, 2091, 964, 1373, 3195, 983, 541, 17, 10, NA, 63333,  4*
87, 89.9, 159367, 24290, 31382, 30359, 11195, 13188, 10433, 7462, 37, 21, NA, 287676,  4*
88, 91.0, 16014, 9146, 2648, 1388, 1150, 904, 1178, 223, 54, 35, NA, 32651,  4*
89, 91.9, 36647, 2336, 2140, 641, 826, 348, 466, 108, 50, 44, NA, 43512,  4*
90, 92.9, 59829, 8931, 989, 11530, 825, 1833, 5219, 397, 47, 69, NA, 89553,  4*
91, 93.9, 21715, 3827, 3619, 821, 1816, 2221, 475, 421, 51, 60, NA, 34915,  4*
92, 94.9, 4798, 11343, 2538, 2222, 1156, 2173, 4739, 624, 57, 57, NA, 29593,  4*
93, 95.9, 183184, 12096, 9205, 6074, 2937, 2649, 4638, 301, 61, 57, NA, 221084,  4*
94, 96.9, 22201, 8273, 4167, 850, 1102, 1920, 1050, 259, 66, 48, NA, 39822,  4*
95, 98.0, 7571, 3226, 9560, 4313, 2015, 3712, 1002, 330, 64, 60, NA, 31729,  4*
96, 98.9, 4938, 4620, 376, 1180, 1906, 2390, 4814, 576, 75, 53, NA, 20800,  4*
97, 99.9, 57267, 19950, 4881, 5243, 3063, 1748, 900, 545, 69, 44, NA, 93597,  4*
98, 100.9, 47116, 7751, 2486, 1364, 5001, 1606, 1417, 760, 67, 40, NA, 67501,  4*
99, 101.9, 5696, 6420, 3411, 1251, 753, 1079, 901, 275, 61, 27, NA, 19786,  4*
100, 102.9, 1652367, 41111, 9491, 8658, 15368, 7922, 2601, 2314, 51, 34, NA, 1739832,  4*
101, 103.9, 6929, 3456, 3786, 1757, 3163, 1948, 862, 220, 64, 38, NA, 22121,  4*
102, 104.9, 130929, 19718, 24408, 3318, 2128, 1658, 577, 468, 51, 54, NA, 183204,  4*
103, 105.9, 16964, 3371, 2869, 4970, 1219, 2790, 1232, 664, 60, 61, NA, 34079,  4*
104, 106.9, 91369, 19127, 10054, 2571, 10015, 9236, 9797, 5842, 67, 63, NA, 158011,  4*
105, 107.9, 5140, 8023, 6257, 1481, 1936, 1746, 690, 386, 60, 64, NA, 25659,  4*
106, 109.0, 447531, 45807, 30461, 26848, 17406, 10996, 8989, 3576, 70, 60, NA, 591614,  4*
107, 109.9, 727, 13617, 4350, 10014, 1766, 2822, 932, 1924, 63, 56, NA, 36152,  4*
108, 110.9, 10934, 8870, 676, 2022, 1748, 2841, 690, 701, 61, 51, NA, 28482,  4*
109, 112.0, 11769, 7218, 2587, 3696, 1493, 5665, 700, 749, 75, 47, NA, 33877,  4*
110, 112.9, 11109, 5742, 2515, 748, 1035, 3184, 1576, 581, 87, 37, NA, 26490,  4*
111, 113.9, 30468, 9871, 1971, 1893, 2427, 2490, 3370, 513, 91, 24, NA, 53003,  4*
112, 114.9, 19901, 7701, 459, 1435, 1663, 2302, 472, 980, 90, 23, NA, 34913,  4*
113, 116.0, 24073, 11797, 5096, 549, 2219, 2124, 1058, 1250, 78, 21, NA, 48166,  4*
114, 116.9, 4069, 7865, 4320, 2601, 992, 2676, 1453, 1177, 70, 27, NA, 25153,  4*
115, 117.9, 22128, 23694, 5215, 4036, 1795, 1284, 690, 573, 56, 29, NA, 59415,  4*
116, 118.9, 7927, 3703, 2264, 2045, 3375, 1946, 5104, 582, 57, 43, NA, 26946,  4*
117, 119.9, 7328, 8458, 5018, 8848, 700, 4237, 1027, 698, 63, 54, NA, 36314,  4*
118, 120.9, 17671, 4475, 4075, 2296, 3918, 4368, 1005, 375, 70, 53, NA, 38183,  4*
119, 121.9, 4835, 6437, 2959, 1792, 2208, 2053, 2670, 658, 88, 54, NA, 23612,  4*
120, 122.9, 27727, 8896, 2519, 962, 2770, 3912, 2210, 191, 90, 47, NA, 49187,  4*
121, 123.9, 74816, 4414, 2055, 208, 821, 1014, 241, 215, 87, 35, NA, 83784,  4*
122, 124.9, 9820, 2450, 1035, 2474, 591, 2846, 826, 560, 88, 37, NA, 20602,  4*
123, 125.9, 10126, 7307, 1656, 998, 3120, 2911, 903, 485, 91, 26, NA, 27506,  4*
124, 126.9, 3616, 2011, 4591, 2445, 4285, 2459, 2187, 291, 90, 41, NA, 21885,  4*
125, 127.9, 14387, 7174, 4302, 1772, 1808, 2094, 887, 281, 91, 47, NA, 32705,  4*
126, 128.9, 7912, 12976, 3022, 582, 2017, 3464, 1368, 629, 83, 34, NA, 31970,  4*
127, 129.9, 5100, 2748, 5532, 544, 770, 3257, 1599, 340, 84, 50, NA, 19890,  4*
128, 130.9, 12724, 5290, 2860, 2633, 2307, 1838, 752, 730, 80, 47, NA, 29134,  4*
129, 131.9, 89939, 31847, 3721, 3006, 3261, 2406, 340, 595, 69, 34, NA, 135115,  4*
130, 132.9, 12670, 13764, 3214, 1745, 1483, 1900, 2040, 895, 63, 37, NA, 37711,  4*
131, 134.0, 8639, 2301, 6222, 1411, 786, 2260, 1017, 284, 60, 43, NA, 22920,  4*
132, 134.9, 6152, 3014, 5883, 3544, 1122, 5048, 1027, 323, 66, 50, NA, 26113,  4*
133, 135.9, 11231, 11124, 3874, 841, 702, 1417, 379, 658, 69, 60, NA, 30226,  4*
134, 136.9, 4454, 10055, 1989, 3520, 2867, 3141, 1510, 324, 77, 61, NA, 27860,  4*
135, 137.9, 15293, 1864, 3773, 544, 2500, 1165, 1667, 322, 75, 54, NA, 27128,  4*
136, 138.9, 18135, 2007, 2042, 2373, 1882, 2157, 1413, 384, 75, 51, NA, 30393,  4*
137, 139.9, 15339, 4494, 5423, 6138, 2171, 1974, 1342, 727, 78, 64, NA, 37608,  4*
138, 140.9, 7410, 5665, 2165, 709, 1196, 1909, 923, 965, 78, 64, NA, 20942,  4*
139, 141.9, 3560, 9977, 2893, 1636, 2038, 2008, 3911, 180, 75, 54, NA, 26203,  4*
140, 142.9, 51517, 13619, 2699, 1970, 4000, 1825, 876, 907, 63, 41, NA, 77413,  4*
141, 143.9, 5031, 2866, 933, 2159, 4282, 3047, 884, 851, 77, 26, NA, 20053,  4*
142, 144.9, 9971, 9006, 6835, 1442, 1928, 2478, 1034, 171, 74, 34, NA, 32865,  4*
143, 145.9, 17459, 1899, 4319, 2425, 3491, 4094, 1556, 758, 84, 43, NA, 36001,  4*
144, 146.9, 4581, 15869, 13515, 1620, 2332, 1283, 795, 605, 75, 54, NA, 40600,  4*
145, 147.9, 19018, 4911, 5769, 87, 2371, 2525, 1757, 592, 67, 61, NA, 37030,  4*
146, 148.9, 7220, 6524, 5691, 2201, 2194, 2134, 1391, 660, 67, 63, NA, 28015,  4*
147, 149.9, 53465, 9155, 8048, 4489, 2475, 4953, 542, 530, 61, 63, NA, 83657,  4*
148, 150.9, 19194, 3355, 2895, 1474, 3156, 2305, 663, 1092, 81, 60, NA, 34134,  4*
149, 152.0, 1122, 9104, 4224, 3315, 2113, 3041, 1427, 187, 78, 57, NA, 24533,  4*
150, 152.9, 8127, 4729, 1807, 4624, 1516, 2589, 1641, 517, 83, 57, NA, 25550,  4*
151, 153.9, 33632, 12351, 1638, 1194, 1376, 2118, 651, 1052, 78, 41, NA, 54012,  4*
152, 154.9, 67333, 2679, 2263, 1152, 1226, 946, 416, 174, 74, 47, NA, 76189,  4*
153, 155.9, 4677, 9614, 5549, 1861, 1656, 3148, 1194, 959, 74, 44, NA, 28658,  4*
154, 156.9, 2912, 9225, 1358, 1196, 729, 1508, 833, 586, 66, 30, NA, 18347,  4*
155, 157.9, 12376, 12441, 1634, 1974, 2191, 1528, 4301, 825, 61, 35, NA, 37270,  4*
156, 159.0, 7004, 6487, 3187, 2667, 1721, 1780, 2180, 603, 60, 34, NA, 25629,  4*
157, 159.9, 10192, 7269, 191, 2943, 1255, 2085, 3859, 594, 61, 26, NA, 28388,  4*
158, 160.9, 8818, 17688, 1339, 2548, 1831, 3027, 1677, 1162, 63, 24, NA, 38090,  4*
159, 161.9, 741, 10276, 2382, 919, 996, 2201, 1493, 659, 67, 24, NA, 19667,  4*
160, 162.9, 28163, 10007, 2173, 1205, 774, 4300, 1623, 803, 77, 14, NA, 49048,  4*
161, 163.9, 3739, 1264, 3496, 1228, 854, 3661, 831, 294, 88, 26, NA, 15367,  4*
162, 164.9, 8139, 6570, 1367, 1877, 2957, 4033, 1647, 398, 97, 29, NA, 26988,  4*
163, 165.9, 10549, 9715, 3519, 833, 1926, 1848, 3740, 441, 96, 35, NA, 32571,  4*
164, 166.9, 2414, 6593, 1430, 1455, 1681, 2344, 742, 651, 94, 37, NA, 17310,  4*
165, 167.9, 19790, 7146, 2402, 4735, 3088, 1568, 1722, 604, 78, 34, NA, 41055,  4*
166, 168.9, 313253, 30081, 29983, 9776, 6820, 16403, 3161, 1349, 74, 47, NA, 410826,  4*
167, 169.9, 5019, 6893, 5219, 1591, 3802, 889, 1227, 494, 64, 53, NA, 25134,  4*
168, 170.9, 15006, 4331, 680, 2827, 4505, 8742, 1094, 524, 77, 50, NA, 37709,  4*
169, 171.9, 7232, 10174, 1589, 705, 1234, 2623, 2220, 330, 81, 35, NA, 26107,  4*
170, 172.9, 10635, 2425, 4032, 1227, 840, 1862, 2813, 752, 80, 38, NA, 24586,  4*
171, 173.9, 3933, 7685, 6842, 1574, 3416, 1706, 796, 486, 83, 40, NA, 26438,  4*
172, 174.9, 123019, 66078, 17971, 10864, 6006, 13018, 7850, 1764, 64, 47, NA, 246570,  4*
173, 175.9, 8017, 2165, 1148, 1747, 813, 2379, 1119, 1150, 74, 61, NA, 18538,  4*
174, 177.0, 6934, 2898, 5731, 762, 1545, 3022, 3094, 242, 75, 57, NA, 24228,  4*
175, 177.9, 3024, 7148, 7038, 7355, 992, 2377, 1149, 795, 75, 66, NA, 29878,  4*
176, 178.9, 33686, 6120, 2600, 2314, 1618, 4930, 914, 857, 87, 67, NA, 53039,  4*
177, 179.9, 29989, 8040, 4502, 266, 630, 1048, 676, 1294, 70, 66, NA, 46445,  4*
178, 180.9, 10758, 8976, 6040, 507, 5059, 2826, 1329, 297, 66, 56, NA, 35792,  4
179, 181.9, 126322, 9979, 1976, 3445, 1587, 3960, 1425, 212, 74, 40, NA, 148906,  4
180, 182.9, 36150, 8482, 1116, 1961, 1496, 1463, 1284, 313, 61, 37, NA, 52265,  4
181, 183.9, 4258, 6226, 6380, 2130, 2239, 3004, 1218, 441, 67, 41, NA, 25896,  4
182, 184.9, 12570, 1900, 2505, 3224, 1745, 1772, 711, 522, 70, 54, NA, 24949,  4
183, 185.9, 7500, 4619, 1848, 1832, 1145, 4177, 3083, 913, 77, 56, NA, 25117,  4
184, 186.9, 5373, 3168, 5301, 1860, 3053, 1264, 1115, 339, 77, 69, NA, 21473,  4
185, 187.9, 20841, 4347, 3740, 2675, 1705, 1486, 1029, 641, 74, 70, NA, 36464,  4
186, 188.9, 8082, 8801, 1278, 913, 510, 1960, 1460, 344, 70, 51, NA, 23348,  4
187, 189.9, 13356, 19070, 3063, 1812, 3259, 3708, 1053, 389, 61, 43, NA, 45710,  4
188, 190.9, 15753, 2019, 5372, 7141, 1206, 2396, 852, 909, 64, 54, NA, 35648,  4
189, 191.9, 4904, 9585, 3239, 1348, 2518, 2987, 1514, 445, 67, 43, NA, 26540,  4
190, 192.9, 11528, 4659, 3449, 1617, 1362, 1225, 1242, 607, 64, 56, NA, 25689,  4
191, 193.9, 10101, 11906, 3614, 3486, 1760, 4890, 943, 437, 67, 63, NA, 37137,  4
192, 195.0, 19617, 5677, 1444, 2265, 675, 2424, 1836, 887, 74, 43, NA, 34825,  4
193, 195.9, 3945, 2422, 2325, 743, 814, 2285, 1645, 255, 78, 50, NA, 14434,  4
194, 196.9, 81588, 5085, 2195, 833, 323, 465, 289, 77, 69, 47, NA, 90855,  4
195, 197.9, 565252, 100693, 16865, 5462, 2439, 7983, 2594, 1471, 56, 40, NA, 702759,  4
196, 198.9, 3765, 8283, 9330, 3967, 2546, 2486, 1702, 842, 48, 50, NA, 32921,  4
197, 199.9, 433221, 111065, 4960, 15242, 19232, 22852, 9898, 7356, 40, 34, NA, 623826,  4
198, 200.9, 888369, 85402, 11956, 19278, 7691, 22237, 19237, 4003, 50, 26, NA, 1058173,  4
199, 201.9, 102203, 9806, 3413, 4431, 3088, 2384, 1667, 1331, 56, 38, NA, 128323,  4
200, 202.9, 168902, 20859, 4713, 4380, 3325, 5627, 5140, 1891, 61, 24, NA, 214837,  4
201, 203.9, 52189, 19618, 6345, 2469, 912, 807, 1675, 322, 44, 38, NA, 84337,  4
202, 204.9, 93900, 35513, 4910, 725, 2856, 3522, 3337, 3188, 38, 29, NA, 147951,  4
203, 205.9, 4474, 8685, 2886, 1186, 4966, 3230, 2498, 415, 43, 20, NA, 28340,  4
204, 206.9, 13314, 14873, 5520, 4734, 1101, 3574, 1166, 1224, 41, 26, NA, 45506,  4
205, 207.9, 17453, 2649, 1368, 2009, 1157, 3519, 1156, 706, 69, 27, NA, 30017,  4
206, 208.9, 4554, 10596, 1463, 1130, 1579, 2256, 964, 480, 77, 30, NA, 23022,  4
207, 209.9, 15428, 4726, 961, 4938, 634, 1465, 511, 809, 69, 47, NA, 29472,  4
208, 210.9, 9347, 862, 4575, 2407, 1970, 2599, 1954, 1106, 78, 56, NA, 24820,  4
209, 211.9, 4102, 2748, 4151, 345, 2533, 3438, 1298, 1037, 77, 56, NA, 19652,  4
210, 212.9, 8506, 9910, 4104, 3550, 1496, 6708, 1567, 508, 83, 66, NA, 36349,  4
211, 213.9, 1847, 5129, 1353, 982, 1172, 4924, 810, 477, 97, 51, NA, 16694,  4
212, 214.9, 13266, 2588, 1591, 3415, 1248, 1210, 2045, 524, 91, 50, NA, 25887,  4
213, 215.9, 2673, 7387, 17846, 1306, 1395, 2480, 1861, 313, 77, 64, NA, 35261,  4
214, 216.9, 6012, 11374, 5040, 1653, 4202, 1291, 2739, 599, 61, 63, NA, 32910,  4
215, 217.9, 7931, 4936, 6117, 1009, 2320, 2215, 1044, 386, 51, 77, NA, 25958,  4
216, 218.9, 3422, 7141, 10801, 2908, 1318, 5317, 1507, 696, 54, 77, NA, 33110,  4
217, 220.0, 9919, 2482, 4695, 2785, 2055, 2829, 861, 465, 64, 69, NA, 26091,  4
218, 220.9, 50705, 8946, 3487, 1953, 1122, 1520, 882, 293, 67, 70, NA, 68908,  4
219, 221.9, 15954, 13929, 2823, 2008, 5070, 3332, 503, 375, 66, 57, NA, 43994,  4
220, 222.9, 12228, 10661, 1551, 1363, 1435, 1694, 745, 691, 60, 40, NA, 30368,  4
221, 223.9, 10358, 3313, 1873, 1415, 3088, 5684, 639, 515, 70, 24, NA, 26885,  4
222, 224.9, 13655, 7898, 7160, 850, 2167, 4157, 3537, 400, 80, 27, NA, 39824,  4
223, 225.9, 51295, 6851, 9019, 1290, 2206, 2385, 1171, 546, 78, 44, NA, 74763,  4
224, 226.9, 9784, 3092, 4223, 6632, 1126, 2092, 1233, 645, 80, 67, NA, 28827,  4
225, 227.9, 3591, 502, 2328, 3237, 2999, 4509, 1428, 482, 78, 78, NA, 19076,  4
226, 228.9, 6077, 6663, 1764, 6481, 6276, 4763, 3802, 456, 80, 77, NA, 36282,  4
227, 229.9, 13086, 5000, 3657, 446, 1184, 3593, 1360, 997, 91, 67, NA, 29323,  4
228, 230.9, 3556, 6612, 3896, 1320, 1254, 2632, 1272, 989, 94, 54, NA, 21531,  4
229, 231.9, 3804, 5037, 1432, 957, 1650, 1806, 2138, 499, 83, 44, NA, 17323,  4
230, 232.9, 16479, 1736, 1455, 3761, 1367, 2494, 2903, 723, 84, 53, NA, 30918,  4
231, 233.9, 10267, 3464, 2004, 3825, 1979, 1626, 2704, 343, 77, 60, NA, 26212,  4
232, 234.9, 64150, 35829, 7747, 4739, 1140, 2285, 1469, 627, 61, 54, NA, 117986,  4
233, 235.9, 2969, 6613, 14484, 3730, 1237, 4351, 1848, 414, 57, 75, NA, 35646,  4
234, 236.9, 9095, 4805, 3383, 1346, 754, 2872, 1767, 378, 56, 66, NA, 24400,  4
235, 238.0, 5026, 6099, 1945, 1750, 4135, 2360, 836, 421, 60, 54, NA, 22572,  4
236, 238.9, 6066, 2866, 6077, 529, 2786, 1800, 1291, 360, 74, 66, NA, 21775,  4
237, 239.9, 119388, 37409, 15096, 3354, 2156, 3963, 865, 227, 64, 53, NA, 182458,  4
238, 240.9, 7061, 18954, 3860, 1123, 1612, 1837, 1212, 521, 53, 43, NA, 36180,  4
239, 241.9, 9505, 5293, 1049, 6122, 2523, 4305, 1370, 636, 56, 51, NA, 30803,  4
240, 242.9, 10099, 6138, 819, 4618, 2660, 2968, 498, 600, 60, 44, NA, 28400,  4
241, 243.9, 9417, 3661, 10570, 823, 1766, 5100, 1401, 1458, 74, 54, NA, 34196,  4
242, 244.9, 10988, 5971, 2532, 3046, 1170, 2754, 1466, 484, 83, 64, NA, 28411,  4
243, 245.9, 6883, 8064, 3344, 1857, 1589, 1874, 1276, 1135, 75, 60, NA, 26022,  4
244, 246.9, 11859, 10790, 3437, 1476, 2849, 3393, 1060, 463, 74, 54, NA, 35327,  4
245, 247.9, 77368, 9596, 2243, 3040, 991, 2440, 1122, 321, 66, 43, NA, 97121,  4
246, 248.9, 11589, 5332, 4940, 6057, 3680, 2143, 2240, 1356, 61, 50, NA, 37337,  4
247, 249.9, 11858, 2713, 8639, 3624, 2097, 3643, 1600, 575, 66, 61, NA, 34749,  4
248, 250.9, 4310, 4533, 5434, 1670, 1169, 1595, 1597, 632, 61, 77, NA, 20940,  4
249, 251.9, 9683, 5778, 1415, 560, 800, 3906, 1087, 552, 70, 67, NA, 23781,  4
250, 252.9, 6584, 5000, 5857, 3134, 2678, 3411, 1562, 443, 78, 64, NA, 28669,  4
251, 253.9, 15214, 9503, 1218, 2039, 1926, 1315, 519, 666, 69, 47, NA, 32400,  4
252, 254.9, 11274, 19196, 12705, 5072, 7320, 5048, 6089, 6059, 69, 40, NA, 72763,  4
253, 255.9, 64042, 12300, 30173, 2395, 1599, 2418, 3317, 1550, 50, 66, NA, 117794,  4
254, 256.9, 88913, 5586, 1769, 161, 5383, 2183, 1417, 892, 51, 48, NA, 106304,  4
255, 257.9, 113314, 43719, 5444, 7207, 6125, 4664, 2674, 939, 50, 47, NA, 184086,  4
256, 258.9, 767633, 197948, 7966, 20292, 24113, 51702, 14080, 7761, 54, 27, NA, 1091495,  4
