obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
101, 103.5, 477794, 8628, 533728, 141581, 447108, 357922, 41784, 96838, 87, 96, NA, 2105383,  X*
102, 104.5, 157914, 331337, 11052, 166480, 1296066, 10724, 1235248, 858482, 5, 19, NA, 4067303,  X*
103, 105.5, 181622, 128697, 81489, 439305, 536839, 10783, 95535, 46710, 61, 97, NA, 1520980,  X*
104, 106.5, 34044, 1363698, 24726, 165667, 26363, 92221, 60404, 118672, 48, 76, NA, 1885795,  X*
105, 107.6, 689471, 127328, 373394, 223, 11162, 393418, 16299, 84565, 44, 30, NA, 1695860,  X*
106, 108.6, 1432572, 395791, 468565, 59625, 100528, 161951, 130212, 88429, 39, 76, NA, 2837673,  X*
107, 109.6, 403494, 436321, 1358557, 325432, 947137, 234643, 59135, 23217, 98, 23, NA, 3787936,  X*
108, 110.6, 469439, 17325, 911263, 38221, 16242, 520046, 38002, 874511, 88, 83, NA, 2885049,  X*
109, 111.6, 60815, 71706, 673761, 247754, 330233, 82867, 612838, 3794, 19, 10, NA, 2083768,  X*
110, 112.6, 652920, 540229, 476, 258228, 203409, 302903, 102115, 826668, 16, 11, NA, 2886948,  X*
111, 113.6, 693752, 2371452, 216723, 15375, 483, 87154, 1186, 13414, 50, 64, NA, 3399539,  X*
112, 114.6, 180701, 319698, 754717, 103183, 6976, 121652, 4524, 199793, 41, 31, NA, 1691244,  X*
113, 115.6, 661787, 18, 12, 643496, 31635, 139993, 0, 145750, 86, 56, NA, 1622691,  X*
114, 116.7, 58617, 148340, 1401344, 29974, 79985, 141985, 151522, 44838, 99, 39, NA, 2056605,  X*
115, 117.7, 29496, 95587, 9022, 4651, 359165, 3763, 52261, 532170, 3, 49, NA, 1086115,  X*
116, 118.7, 291435, 137098, 301321, 310956, 300168, 1358, 138620, 715305, 83, 94, NA, 2196261,  X*
117, 119.7, 687130, 22802, 11202, 19319, 987259, 141016, 127339, 369223, 96, 27, NA, 2365290,  X*
118, 120.7, 661049, 50693, 224011, 78936, 232194, 80727, 138807, 122372, 82, 32, NA, 1588789,  X*
119, 121.7, 366294, 31085, 272996, 197837, 10693, 241928, 465857, 840695, 77, 60, NA, 2427385,  X*
120, 122.7, 313433, 338074, 19907, 29609, 383847, 11735, 280395, 111090, 56, 20, NA, 1488090,  X*
121, 123.8, 1119987, 4452, 48, 390941, 43658, 412361, 28218, 10548, 61, 57, NA, 2010213,  X*
122, 124.8, 92379, 352669, 44456, 55929, 44032, 1647263, 43916, 106676, 63, 97, NA, 2387320,  X*
123, 125.8, 6506, 433009, 1081450, 607443, 210896, 1967, 3765, 146236, 66, 61, NA, 2491272,  X*
124, 126.8, 80425, 930322, 1296661, 80, 129987, 60192, 173, 7662, 26, 4, NA, 2505502,  X*
125, 127.8, 35553, 68860, 146, 154587, 3248, 9235, 412586, 1615, 100, 59, NA, 685830,  X*
126, 128.8, 157060, 56771, 189573, 353363, 91388, 1034993, 53922, 60404, 94, 13, NA, 1997474,  X*
127, 129.9, 102277, 1599658, 103860, 160579, 222840, 16431, 225, 296006, 26, 53, NA, 2501876,  X*
128, 130.9, 329286, 40720, 27655, 168962, 266129, 38, 125, 594625, 72, 33, NA, 1427540,  X*
129, 131.9, 47579, 52883, 150861, 794275, 500389, 61376, 138228, 91867, 18, 72, NA, 1837458,  X*
130, 132.9, 686588, 15873, 66004, 33987, 4808, 662, 1220441, 99295, 32, 70, NA, 2127658,  X*
131, 133.9, 26124, 272671, 5286, 696339, 376820, 79946, 372518, 230235, 53, 4, NA, 2059939,  X*
132, 134.9, 1551, 421988, 766429, 30198, 740929, 272506, 49853, 1391, 12, 65, NA, 2284845,  X*
133, 136.0, 335364, 71664, 846928, 6271, 113016, 737588, 1191, 219513, 17, 31, NA, 2331535,  X*
134, 137.0, 38158, 538139, 192857, 5699, 13425, 1371111, 81543, 142661, 39, 42, NA, 2383593,  X*
135, 138.0, 150227, 133070, 514645, 382500, 70119, 126076, 2055, 165858, 82, 59, NA, 1544550,  X*
136, 139.0, 29684, 140280, 786626, 82634, 516, 84061, 10579, 1430440, 43, 25, NA, 2564820,  X*
137, 140.0, 687, 879134, 51979, 649277, 172627, 51036, 115253, 139524, 64, 42, NA, 2059517,  X*
138, 141.0, 49763, 77703, 51112, 191850, 576959, 695950, 135510, 270874, 8, 82, NA, 2049721,  X*
139, 142.0, 79582, 680343, 997199, 11, 694549, 261, 213523, 427897, 64, 36, NA, 3093365,  X*
140, 143.1, 120597, 341332, 971, 327055, 4612, 24775, 228155, 375412, 54, 58, NA, 1422909,  X*
141, 144.1, 7012, 6235, 113395, 30577, 419281, 3955, 2184, 3501546, 70, 67, NA, 4084185,  X*
142, 145.1, 377551, 403231, 112406, 28698, 46820, 39735, 3876, 540250, 34, 13, NA, 1552567,  X*
143, 146.1, 53008, 438654, 30378, 48679, 185292, 45166, 13486, 2197, 36, 92, NA, 816860,  X*
144, 147.1, 498136, 125249, 203677, 98160, 1176159, 67231, 20919, 108849, 80, 65, NA, 2298380,  X*
145, 148.1, 243761, 1534108, 172529, 3400, 421774, 375998, 1286873, 123449, 41, 10, NA, 4161892,  X*
146, 149.1, 435109, 67268, 205953, 6693, 594812, 22983, 177066, 497215, 9, 24, NA, 2007099,  X*
147, 150.2, 83467, 82367, 32795, 22816, 164, 1272776, 49684, 252733, 46, 99, NA, 1796802,  X*
148, 151.2, 980, 142112, 380049, 332337, 156365, 421839, 159953, 156275, 51, 66, NA, 1749910,  X*
149, 152.2, 562554, 1018099, 179, 1535260, 48588, 27341, 11042, 45135, 99, 58, NA, 3248198,  X*
150, 153.2, 5392, 2428, 527510, 722196, 256320, 736118, 46016, 29360, 35, 81, NA, 2325340,  X*
151, 154.2, 980, 124249, 16898, 3073, 374175, 540126, 338233, 42116, 74, 3, NA, 1439850,  X*
152, 155.3, 777082, 450206, 6272, 86787, 1243811, 27889, 743, 320427, 62, 97, NA, 2913217,  X*
153, 156.3, 663410, 737228, 311319, 30408, 45532, 662, 134, 173147, 21, 13, NA, 1961840,  X*
154, 157.3, 5190, 2210730, 92442, 9165, 204981, 47080, 1039381, 118965, 55, 63, NA, 3727934,  X*
155, 158.3, 19100, 250716, 23724, 132195, 5329, 24037, 6013, 436444, 47, 60, NA, 897558,  X*
156, 159.3, 27671, 420406, 551688, 1200049, 220831, 305900, 47083, 13164, 37, 31, NA, 2786792,  X*
157, 160.3, 312404, 898885, 350484, 1310, 187493, 41168, 446174, 133166, 94, 72, NA, 2371084,  X*
158, 161.3, 41585, 226549, 261815, 29, 78028, 194851, 9210, 110, 89, 81, NA, 812177,  X*
159, 162.4, 377718, 148706, 110199, 101, 983667, 128319, 80329, 293518, 76, 83, NA, 2122557,  X*
160, 163.4, 56180, 411722, 518, 58498, 391084, 49954, 143489, 3359, 57, 64, NA, 1114804,  X*
161, 164.4, 566274, 341219, 65516, 912, 251581, 58357, 332245, 185918, 21, 78, NA, 1802022,  X*
162, 165.4, 50933, 339635, 32795, 728253, 294171, 11760, 70169, 5566, 87, 97, NA, 1533282,  X*
163, 166.4, 205311, 2068, 155, 75941, 161449, 56536, 70993, 609961, 73, 98, NA, 1182414,  X*
164, 167.4, 2, 328244, 35480, 517673, 359044, 208299, 82697, 561857, 60, 51, NA, 2093296,  X*
165, 168.5, 713082, 190941, 192872, 412170, 9480, 97975, 86, 221708, 68, 37, NA, 1838314,  X*
166, 169.5, 28423, 139712, 125628, 7063, 1458405, 862991, 647, 435127, 85, 48, NA, 3057996,  X*
167, 170.5, 32256, 15670, 246194, 186544, 1242758, 603781, 39529, 1408, 88, 99, NA, 2368140,  X*
168, 171.5, 79234, 4516, 12849, 14907, 1002084, 11404, 691, 244270, 43, 22, NA, 1369955,  X*
169, 172.5, 36067, 653713, 9193, 13751, 124, 354333, 29866, 8219, 96, 73, NA, 1105266,  X*
170, 173.5, 402374, 4292, 1586154, 147758, 252792, 1038, 45929, 383423, 13, 2, NA, 2823760,  X*
171, 174.5, 15593, 20411, 68859, 2301, 166800, 4890, 87513, 412681, 71, 71, NA, 779048,  X*
172, 175.6, 125446, 129956, 87248, 32716, 1896, 114082, 23088, 91380, 51, 31, NA, 605812,  X*
173, 176.6, 150983, 25815, 53514, 316037, 723166, 279655, 58, 156241, 11, 74, NA, 1705469,  X*
174, 177.6, 921084, 308685, 73518, 313247, 299379, 27879, 1088847, 514838, 86, 17, NA, 3547477,  X*
175, 178.6, 83255, 196818, 992230, 251, 134829, 178348, 60078, 203823, 50, 27, NA, 1849632,  X*
176, 179.6, 26987, 94390, 126845, 40264, 167986, 1121656, 34618, 60582, 22, 52, NA, 1673328,  X*
177, 180.6, 10706, 101168, 115861, 2139, 192123, 246589, 141297, 534388, 61, 39, NA, 1344271,  X
178, 181.7, 4341, 1018876, 1764186, 4, 40792, 58431, 518577, 27049, 10, 1, NA, 3432256,  X
179, 182.7, 809017, 149539, 15177, 578601, 170238, 20080, 508353, 292104, 77, 19, NA, 2543109,  X
180, 183.7, 592370, 344606, 345777, 56176, 711754, 0, 307969, 28756, 96, 93, NA, 2387408,  X
181, 184.7, 152901, 519270, 392434, 302565, 522713, 133608, 424699, 258173, 58, 88, NA, 2706363,  X
182, 185.7, 215194, 683083, 595733, 214513, 385216, 210450, 852233, 95742, 56, 60, NA, 3252164,  X
183, 186.7, 95431, 193721, 732428, 15660, 219946, 502294, 361861, 85725, 71, 61, NA, 2207066,  X
184, 187.8, 97043, 85949, 63278, 166947, 2561461, 268229, 739791, 93534, 74, 91, NA, 4076232,  X
185, 188.8, 746505, 57445, 392322, 703763, 393500, 4592, 22349, 481441, 95, 69, NA, 2801917,  X
186, 189.8, 86584, 1115920, 360965, 703032, 32, 634809, 234412, 934778, 93, 86, NA, 4070532,  X
187, 190.8, 385294, 8624, 563930, 154809, 5852, 250268, 16502, 80534, 65, 62, NA, 1465813,  X
188, 191.8, 78113, 466920, 2093, 250231, 222817, 134366, 190744, 384649, 72, 17, NA, 1729933,  X
189, 192.8, 1130185, 51210, 1977435, 1061387, 1706, 12700, 1150803, 26775, 88, 55, NA, 5412201,  X
190, 193.8, 527236, 474378, 36391, 324444, 520340, 1246468, 593188, 2599, 77, 37, NA, 3725044,  X
191, 194.8, 53317, 575916, 408290, 466879, 22203, 251625, 146730, 33185, 19, 43, NA, 1958145,  X
192, 195.9, 211367, 294216, 601641, 115763, 68208, 449685, 241508, 67137, 60, 53, NA, 2049525,  X
193, 196.9, 437529, 331385, 133721, 89605, 1223545, 1912763, 51518, 892810, 35, 70, NA, 5072876,  X
194, 197.9, 53611, 910249, 452090, 190118, 38598, 200396, 78597, 11, 37, 58, NA, 1923670,  X
195, 198.9, 766004, 708199, 101041, 187940, 33752, 960949, 332190, 523935, 16, 37, NA, 3614010,  X
196, 199.9, 86879, 115064, 217853, 65602, 7291, 27958, 106711, 388543, 42, 10, NA, 1015901,  X
197, 200.9, 363036, 230495, 693388, 638300, 15471, 142640, 508513, 836, 70, 93, NA, 2592679,  X
198, 202.0, 413879, 21426, 4231, 37341, 24645, 20238, 212790, 598511, 47, 2, NA, 1333061,  X
199, 203.0, 8115, 615466, 189125, 436563, 1145324, 41309, 1386633, 1752273, 22, 9, NA, 5574808,  X
200, 204.0, 12100, 297533, 814106, 57877, 229010, 450620, 213137, 249830, 4, 78, NA, 2324213,  X
201, 205.0, 18277, 226131, 482, 179997, 1188, 28449, 514501, 190694, 96, 99, NA, 1159719,  X
202, 206.0, 15267, 286, 14706, 4379, 201222, 1315403, 79386, 120378, 59, 67, NA, 1751027,  X
203, 207.0, 12664, 125155, 313566, 219594, 509, 733602, 14719, 764394, 18, 100, NA, 2184203,  X
204, 208.0, 1448863, 189838, 636688, 668, 248063, 147997, 65131, 2955, 77, 48, NA, 2740203,  X
205, 209.1, 105624, 225566, 22974, 15, 719042, 1914, 4709, 31180, 19, 87, NA, 1111024,  X
206, 210.1, 92797, 508314, 1218, 290865, 36452, 623519, 166507, 138007, 8, 73, NA, 1857679,  X
207, 211.1, 465851, 137, 491355, 12606, 610911, 362017, 2832, 15697, 90, 72, NA, 1961406,  X
208, 212.1, 48537, 5870, 159616, 45774, 213416, 220663, 185334, 507087, 38, 96, NA, 1386297,  X
209, 213.1, 12991, 2673, 194072, 56193, 53002, 93642, 1101020, 22525, 57, 54, NA, 1536118,  X
210, 214.2, 3027, 37733, 219137, 459107, 5755, 1212716, 82493, 1610, 93, 84, NA, 2021578,  X
211, 215.2, 1259125, 6148, 194340, 850, 225956, 21501, 28170, 531957, 24, 45, NA, 2268047,  X
212, 216.2, 29869, 2275, 547865, 405323, 351238, 64, 304231, 42298, 95, 85, NA, 1683163,  X
213, 217.2, 1742, 164233, 485417, 245609, 12253, 38820, 6561, 459674, 90, 46, NA, 1414309,  X
214, 218.2, 12937, 31811, 2843, 600464, 79252, 118761, 187898, 117078, 16, 72, NA, 1151044,  X
215, 219.3, 84261, 1575374, 52839, 1036, 23724, 357344, 353440, 415636, 99, 37, NA, 2863654,  X
216, 220.3, 777305, 356280, 138469, 91311, 214194, 3981, 205024, 117786, 98, 85, NA, 1904350,  X
217, 221.3, 490942, 27635, 8630, 165794, 36416, 237199, 251068, 847798, 9, 40, NA, 2065482,  X
218, 222.3, 14237, 634913, 52324, 69804, 157768, 181, 114239, 232993, 99, 30, NA, 1276459,  X
219, 223.3, 42020, 90168, 507055, 234637, 344778, 359835, 329410, 261525, 57, 49, NA, 2169428,  X
220, 224.3, 45194, 12165, 19163, 68653, 9404, 394107, 391127, 237331, 45, 35, NA, 1177144,  X
221, 225.3, 2697, 385187, 366974, 138, 150568, 995, 53202, 793063, 83, 43, NA, 1752824,  X
222, 226.4, 985, 46796, 160515, 139201, 1179312, 136090, 308348, 59330, 82, 55, NA, 2030577,  X
223, 227.4, 882475, 89753, 1215576, 169839, 22995, 365066, 100739, 703031, 79, 49, NA, 3549474,  X
224, 228.4, 290022, 49029, 2829, 172324, 54998, 5523, 73411, 337781, 76, 93, NA, 985917,  X
225, 229.4, 58332, 33171, 894563, 352718, 90783, 450455, 1025500, 15678, 39, 96, NA, 2921200,  X
226, 230.4, 2577, 38588, 9744, 805126, 15892, 23677, 258197, 67384, 86, 35, NA, 1221185,  X
227, 231.4, 239861, 352, 238264, 13123, 395542, 500, 1786440, 83534, 77, 81, NA, 2757616,  X
228, 232.4, 135012, 67926, 90441, 151, 1363371, 274676, 1344821, 101680, 79, 8, NA, 3378078,  X
229, 233.4, 79051, 605594, 37166, 1905, 1696, 2629, 78232, 4719, 36, 32, NA, 810992,  X
230, 234.5, 128174, 189663, 25317, 1406201, 748370, 120560, 115137, 10974, 49, 30, NA, 2744396,  X
231, 235.5, 459772, 298994, 433482, 589766, 17885, 34556, 375512, 462756, 80, 59, NA, 2672723,  X
232, 236.5, 29, 296002, 243518, 523134, 11193, 2029, 1052700, 459443, 54, 7, NA, 2588048,  X
233, 237.5, 10400, 123051, 566133, 44986, 285, 23878, 109630, 172618, 97, 100, NA, 1050981,  X
234, 238.5, 164609, 85636, 818941, 101672, 74646, 2503, 29811, 293542, 47, 26, NA, 1571360,  X
235, 239.6, 6794, 247827, 46014, 799549, 1, 258896, 133865, 6327, 59, 38, NA, 1499273,  X
236, 240.6, 471605, 254600, 46315, 168541, 22442, 271780, 10847, 165839, 50, 51, NA, 1411969,  X
237, 241.6, 117510, 67778, 1178661, 1133707, 508313, 482826, 1069802, 532183, 89, 17, NA, 5090780,  X
238, 242.6, 163146, 265767, 8576, 440928, 231106, 229246, 95725, 521476, 65, 32, NA, 1955970,  X
239, 243.6, 12291, 1086562, 656, 336301, 50874, 66094, 828, 346001, 68, 31, NA, 1899607,  X
240, 244.6, 3279, 51937, 195933, 953, 633427, 1634, 75166, 424478, 25, 53, NA, 1386807,  X
241, 245.7, 106530, 128656, 176768, 2052, 513870, 44741, 91590, 5226, 47, 11, NA, 1069433,  X
242, 246.7, 604531, 140405, 101165, 38658, 101271, 627547, 57835, 20106, 22, 21, NA, 1691518,  X
243, 247.7, 247617, 44194, 58665, 289059, 82228, 13200, 280589, 142976, 7, 33, NA, 1158528,  X
244, 248.7, 151879, 286687, 100609, 238954, 495764, 1336785, 115234, 4312, 32, 21, NA, 2730224,  X
