obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
30, 32.9, 368823, 87064, 11210, 24226, 13216, 7960, 2747, 2383, 37, 70, NA, 517629,  0*
31, 34.0, 8966, 18304, 6233, 5401, 2246, 1889, 732, 575, 38, 69, NA, 44346,  0*
32, 34.9, 5911, 3147, 7142, 3276, 574, 1033, 1110, 917, 48, 90, NA, 23110,  0*
33, 35.9, 163960, 11006, 8359, 6359, 4035, 1928, 954, 545, 43, 81, NA, 197146,  0*
34, 36.9, 59205, 34501, 3395, 5778, 2742, 3846, 2022, 795, 48, 75, NA, 112284,  0*
35, 37.9, 22906, 8492, 14247, 628, 1807, 3105, 3536, 447, 57, 81, NA, 55168,  0*
36, 38.9, 35074, 16894, 2656, 382, 1561, 1626, 456, 484, 57, 47, NA, 59133,  0*
37, 39.9, 3692, 5506, 903, 1515, 1363, 1616, 1437, 625, 69, 30, NA, 16657,  0*
38, 41.0, 3842, 7624, 839, 1540, 2382, 1724, 1012, 860, 78, 30, NA, 19823,  0*
39, 41.9, 75130, 4027, 815, 1125, 1468, 303, 267, 259, 64, 16, NA, 83394,  0*
40, 42.9, 2464, 2059, 2793, 3779, 2853, 4422, 473, 850, 87, 37, NA, 19693,  0*
41, 43.9, 7212, 8350, 4120, 2359, 815, 724, 789, 490, 66, 48, NA, 24859,  0*
42, 45.0, 5407, 7539, 1591, 1876, 3220, 3882, 1349, 563, 75, 50, NA, 25427,  0*
43, 45.9, 9234, 3934, 3062, 2526, 2419, 2829, 1515, 777, 94, 56, NA, 26296,  0*
44, 46.9, 112743, 3564, 1866, 7023, 6772, 4141, 1906, 629, 91, 54, NA, 138644,  0*
45, 48.0, 8575, 3257, 8302, 1691, 1289, 1164, 697, 611, 100, 67, NA, 25586,  0*
46, 48.9, 2445, 5745, 246, 733, 726, 1622, 1286, 1539, 94, 60, NA, 14342,  0*
47, 50.0, 6017, 1990, 861, 2891, 3080, 1626, 1029, 461, 93, 60, NA, 17955,  0*
48, 50.9, 286061, 31822, 10246, 4586, 13299, 12106, 6414, 2045, 88, 48, NA, 366579,  0*
49, 52.0, 8158, 2754, 3776, 430, 1569, 2088, 934, 480, 100, 37, NA, 20189,  0*
50, 52.9, 9040, 6619, 767, 768, 2529, 1590, 1587, 587, 100, 38, NA, 23487,  0*
51, 54.0, 5846, 6582, 795, 2916, 1364, 2017, 1393, 853, 97, 34, NA, 21766,  0*
52, 54.9, 3758, 9371, 5290, 2882, 2277, 2236, 1794, 537, 88, 43, NA, 28145,  0*
53, 55.9, 11389, 7158, 3450, 1561, 3715, 2120, 1343, 594, 81, 37, NA, 31330,  0*
54, 57.0, 2357, 4729, 2086, 7216, 1781, 2112, 2706, 870, 80, 63, NA, 23857,  0*
55, 57.9, 7035, 12396, 2729, 2593, 3540, 2883, 1592, 748, 78, 60, NA, 33516,  0*
56, 59.0, 6977, 3657, 2408, 5362, 5152, 1114, 743, 531, 75, 63, NA, 25944,  0*
57, 59.9, 19760, 2145, 2106, 1898, 1402, 2683, 1715, 340, 84, 69, NA, 32049,  0*
58, 60.9, 67708, 9123, 774, 2546, 2850, 354, 341, 161, 63, 51, NA, 83857,  0*
59, 61.9, 3743, 4415, 2523, 874, 3054, 1913, 1566, 354, 66, 54, NA, 18442,  0*
60, 62.9, 20066, 18813, 2092, 9585, 5610, 1708, 1555, 404, 60, 47, NA, 59833,  0*
61, 63.9, 2512, 19484, 9144, 2179, 3169, 1498, 1553, 635, 30, 43, NA, 40174,  0*
62, 64.9, 9900, 3056, 1264, 721, 3038, 3590, 1801, 331, 66, 40, NA, 23701,  0*
63, 66.0, 3845, 7948, 4236, 206, 3708, 3602, 917, 1266, 64, 38, NA, 25728,  0*
64, 66.9, 11534, 13755, 4142, 1304, 4306, 4428, 2471, 498, 78, 29, NA, 42438,  0*
65, 67.9, 4882, 8248, 684, 13905, 792, 2448, 644, 704, 87, 43, NA, 32307,  0*
66, 68.9, 2282, 8496, 981, 2508, 1390, 1155, 1584, 633, 64, 48, NA, 19029,  0*
67, 70.0, 34053, 65925, 11918, 2413, 2547, 1693, 2286, 454, 37, 43, NA, 121289,  0*
68, 70.9, 61796, 18093, 12944, 3987, 2540, 9539, 5505, 601, 38, 54, NA, 115005,  0*
69, 71.9, 1075396, 102968, 25650, 46406, 25167, 28453, 24285, 8099, 43, 40, NA, 1336424,  0*
70, 73.0, 120652, 117118, 88746, 34267, 22673, 17329, 18493, 5953, 38, 53, NA, 425231,  0*
71, 73.9, 838566, 46137, 838, 7029, 3948, 3551, 4975, 3916, 50, 50, NA, 908960,  0*
72, 74.9, 15281, 4822, 783, 139, 596, 710, 860, 353, 41, 30, NA, 23544,  0*
73, 75.9, 27429, 5035, 2926, 2999, 879, 2093, 2565, 1085, 44, 38, NA, 45011,  0*
74, 77.0, 23296, 4389, 3172, 4625, 935, 1427, 1982, 1350, 50, 43, NA, 41176,  0*
75, 77.9, 44466, 12397, 2312, 7847, 3066, 2237, 779, 598, 54, 60, NA, 73702,  0*
76, 78.9, 32499, 12872, 2383, 1311, 4146, 1724, 989, 651, 51, 63, NA, 56575,  0*
77, 79.9, 10018, 16478, 1917, 2871, 1822, 1205, 2095, 891, 38, 48, NA, 37297,  0*
78, 80.9, 18231, 7302, 4871, 8356, 3040, 2911, 1397, 703, 38, 47, NA, 46811,  0*
79, 81.9, 7334, 9637, 2832, 1967, 2266, 1388, 4092, 556, 38, 41, NA, 30072,  0*
80, 82.9, 105182, 29553, 643, 3851, 1600, 2609, 1199, 384, 35, 37, NA, 145021,  0*
81, 84.0, 23026, 8910, 712, 2770, 1268, 1073, 1179, 558, 40, 40, NA, 39496,  0*
82, 84.9, 98188, 27343, 3403, 4604, 2401, 846, 2546, 1414, 21, 21, NA, 140745,  0*
83, 85.9, 4080, 6948, 2318, 1913, 926, 2131, 745, 393, 29, 24, NA, 19454,  0*
84, 86.9, 249341, 5753, 6618, 3097, 6247, 11314, 6531, 1847, 54, 40, NA, 290748,  0*
85, 88.0, 747882, 463509, 45174, 37282, 14424, 42161, 25904, 7951, 53, 30, NA, 1384287,  0*
86, 89.0, 7822, 15187, 3628, 1300, 1291, 3365, 861, 726, 75, 29, NA, 34180,  0*
87, 89.9, 12175, 3393, 4273, 1386, 1951, 2022, 1445, 543, 77, 37, NA, 27188,  0*
88, 91.0, 25398, 38261, 12606, 27760, 6466, 17766, 2123, 802, 63, 41, NA, 131182,  0*
89, 91.9, 565964, 43325, 11406, 4227, 4260, 4892, 1662, 1109, 64, 51, NA, 636845,  0*
90, 92.9, 34102, 69510, 16947, 7936, 9153, 5738, 10181, 6164, 53, 53, NA, 159731,  0*
91, 93.9, 37521, 28099, 12834, 7450, 12272, 3409, 1552, 3564, 41, 47, NA, 106701,  0*
92, 95.0, 110286, 53377, 8884, 1622, 4081, 2346, 3081, 1024, 21, 29, NA, 184701,  0*
93, 95.9, 882550, 8338, 8264, 3077, 5281, 2187, 2017, 841, 24, 40, NA, 912555,  0*
94, 96.9, 676352, 60385, 22190, 74813, 15621, 37464, 18035, 3785, 40, 54, NA, 908645,  0*
95, 98.0, 1324447, 211178, 57204, 73152, 25954, 19114, 26505, 9741, 37, 54, NA, 1747295,  0*
96, 98.9, 2439, 14044, 4307, 4529, 2800, 2583, 1693, 1380, 50, 67, NA, 33775,  0*
97, 99.9, 18374, 11362, 521, 2980, 5449, 7469, 4544, 897, 64, 47, NA, 51596,  0*
98, 100.9, 287105, 18395, 6214, 3047, 1131, 3728, 1805, 1673, 57, 38, NA, 323098,  0*
99, 102.0, 14920, 11333, 14994, 3270, 3643, 2594, 2677, 858, 63, 47, NA, 54289,  0*
100, 102.9, 1086734, 94669, 34805, 88008, 54759, 30942, 33716, 12875, 66, 51, NA, 1436508,  0*
101, 103.9, 509117, 90612, 40412, 24069, 45640, 18121, 11759, 2514, 50, 66, NA, 742244,  0*
102, 105.0, 3771, 9685, 1714, 1127, 1978, 1483, 2907, 901, 48, 57, NA, 23566,  0*
103, 105.9, 10833, 4100, 3443, 1156, 3322, 1876, 1662, 1164, 57, 47, NA, 27556,  0*
104, 106.9, 1526, 10483, 10883, 2158, 3769, 3123, 1019, 506, 56, 48, NA, 33467,  0*
105, 107.9, 9616, 7562, 2656, 2323, 1813, 1519, 1054, 624, 56, 50, NA, 27167,  0*
106, 109.0, 6506, 8934, 4807, 542, 3408, 2023, 640, 250, 60, 54, NA, 27110,  0*
107, 109.9, 4343, 1839, 888, 2052, 1175, 1378, 1775, 901, 63, 60, NA, 14351,  0*
108, 110.9, 6768, 14518, 977, 2640, 4109, 1355, 1941, 582, 56, 43, NA, 32890,  0*
109, 111.9, 6103, 7666, 2252, 6244, 5126, 1695, 2603, 550, 54, 47, NA, 32239,  0*
110, 113.0, 20396, 12936, 845, 2414, 2492, 2312, 1571, 597, 54, 37, NA, 43563,  0*
111, 113.9, 205365, 32401, 2636, 2399, 2563, 1593, 852, 428, 34, 16, NA, 248237,  0*
112, 114.9, 10694, 2780, 4357, 1802, 2571, 1488, 1308, 163, 43, 37, NA, 25163,  0*
113, 115.9, 20072, 5321, 1022, 1482, 1563, 922, 374, 772, 43, 27, NA, 31528,  0*
114, 116.9, 5895, 7713, 6690, 2707, 1432, 1272, 526, 1394, 35, 50, NA, 27629,  0*
115, 118.0, 6786, 2373, 724, 2129, 1731, 2608, 1026, 603, 63, 64, NA, 17980,  0*
116, 118.9, 9593, 7625, 2482, 978, 2999, 1404, 494, 1728, 60, 50, NA, 27303,  0*
117, 120.0, 5634, 4847, 877, 709, 1164, 3226, 1113, 986, 77, 41, NA, 18556,  0*
118, 121.0, 7881, 8747, 1510, 6941, 956, 1035, 703, 1109, 75, 40, NA, 28882,  0*
119, 121.9, 6566, 15444, 308, 1178, 1249, 5499, 939, 276, 69, 20, NA, 31459,  0*
120, 122.9, 63526, 10993, 2818, 1148, 1317, 1328, 286, 153, 66, 21, NA, 81569,  0*
121, 123.9, 16450, 27934, 6162, 4134, 3131, 2102, 1876, 656, 41, 30, NA, 62445,  0*
122, 124.9, 728027, 844609, 87797, 158109, 40997, 91563, 66498, 19053, 44, 17, NA, 2036653,  0*
123, 125.9, 46381, 23364, 33840, 4171, 8768, 6818, 7641, 1522, 35, 50, NA, 132505,  0*
124, 127.0, 8058, 3021, 3545, 2364, 1349, 1401, 806, 459, 40, 64, NA, 21003,  0*
125, 127.9, 8728, 10445, 14035, 3588, 3640, 893, 2726, 521, 34, 81, NA, 44576,  0*
126, 128.9, 37858, 24313, 6329, 6703, 5783, 1222, 1881, 1119, 23, 84, NA, 85208,  0*
127, 129.9, 2250, 7036, 2055, 3790, 5842, 954, 2000, 568, 17, 75, NA, 24495,  0*
128, 131.0, 7383, 5720, 4703, 1316, 2472, 862, 1204, 621, 10, 69, NA, 24281,  0*
129, 131.9, 3335, 4262, 231, 1761, 1445, 1648, 1445, 526, 34, 51, NA, 14653,  0*
130, 132.9, 10404, 14550, 277, 1617, 1402, 1047, 657, 454, 41, 37, NA, 30408,  0*
131, 134.0, 34362, 40353, 1206, 6184, 5756, 2053, 2381, 456, 37, 24, NA, 92751,  0*
132, 134.9, 134992, 74719, 6614, 4100, 7110, 3099, 1846, 976, 27, 4, NA, 233456,  0*
133, 135.9, 6131, 3089, 1962, 2270, 1400, 2888, 339, 265, 34, 14, NA, 18344,  0*
134, 137.0, 4687, 4920, 3453, 2064, 1224, 1480, 1075, 708, 41, 37, NA, 19611,  0*
135, 138.0, 11612, 10230, 3094, 1888, 1108, 1514, 1131, 297, 50, 48, NA, 30874,  0*
136, 138.9, 2269, 8755, 2259, 5681, 980, 2185, 1179, 442, 63, 67, NA, 23750,  0*
137, 139.9, 6196, 7698, 2727, 3733, 1242, 2820, 1380, 360, 56, 67, NA, 26156,  0*
138, 140.9, 8627, 5074, 5714, 2457, 1855, 3201, 683, 671, 63, 69, NA, 28282,  0*
139, 141.9, 766, 5860, 861, 2899, 2915, 1385, 1334, 635, 66, 69, NA, 16655,  0*
140, 142.9, 83800, 17121, 3217, 7058, 2258, 2866, 972, 609, 64, 64, NA, 117901,  0*
141, 144.0, 26196, 4837, 7745, 2484, 1444, 1288, 811, 445, 54, 77, NA, 45250,  0*
142, 145.0, 50355, 33249, 4815, 3080, 2219, 2034, 836, 505, 37, 60, NA, 97093,  0*
143, 145.9, 192, 3620, 1299, 1143, 2598, 1357, 790, 681, 43, 56, NA, 11680,  0*
144, 146.9, 17411, 2805, 823, 676, 1091, 922, 666, 451, 50, 51, NA, 24845,  0*
145, 147.9, 3931, 3476, 1648, 780, 3595, 1242, 624, 700, 60, 30, NA, 15996,  0*
146, 148.9, 57406, 10838, 1901, 4266, 3166, 3260, 864, 544, 74, 38, NA, 82245,  0*
147, 149.9, 1693, 5210, 4854, 1786, 2340, 2232, 2140, 548, 70, 47, NA, 20803,  0*
148, 150.9, 3168, 9110, 336, 1062, 1941, 1460, 713, 322, 66, 35, NA, 18112,  0*
149, 152.0, 1791, 8112, 1198, 4819, 3624, 2661, 1549, 742, 66, 38, NA, 24496,  0*
150, 153.0, 9613, 4353, 1939, 1245, 2019, 1338, 840, 351, 66, 40, NA, 21698,  0*
151, 153.9, 101816, 6161, 3699, 4076, 966, 1078, 2341, 292, 56, 43, NA, 120429,  0*
152, 154.9, 155757, 10396, 11690, 2004, 3428, 1405, 611, 561, 47, 69, NA, 185852,  0*
153, 156.0, 5512, 9003, 1241, 4051, 1893, 2461, 845, 343, 47, 69, NA, 25349,  0*
154, 156.9, 1194, 13265, 1644, 1377, 4308, 2024, 720, 397, 43, 57, NA, 24929,  0*
155, 157.9, 9537, 15742, 6198, 7069, 1919, 4705, 1820, 689, 50, 53, NA, 47679,  0*
156, 159.0, 21382, 5761, 993, 1425, 2409, 1487, 1610, 169, 63, 37, NA, 35236,  0*
157, 159.9, 2909, 4704, 2100, 2011, 472, 2100, 1207, 1085, 66, 41, NA, 16588,  0*
158, 160.9, 50600, 15699, 1769, 327, 2419, 560, 195, 167, 51, 40, NA, 71736,  0*
159, 161.9, 6445, 6365, 2665, 1165, 2590, 1846, 564, 493, 53, 34, NA, 22133,  0*
160, 163.0, 4760, 2654, 2443, 2720, 2296, 2084, 1085, 792, 57, 47, NA, 18834,  0*
161, 163.9, 11092, 1816, 2804, 1998, 1626, 1216, 621, 1729, 54, 53, NA, 22902,  0*
162, 164.9, 4953, 7038, 16318, 2189, 2487, 2248, 1687, 290, 66, 84, NA, 37210,  0*
163, 165.9, 35182, 31035, 23100, 2104, 3146, 2817, 1158, 2388, 51, 93, NA, 100930,  0*
164, 166.9, 21893, 4633, 4309, 1660, 3046, 1021, 580, 233, 41, 90, NA, 37375,  0*
165, 167.9, 2725, 2699, 4944, 705, 1006, 977, 953, 292, 35, 93, NA, 14301,  0*
166, 169.0, 4616, 8384, 1782, 1472, 1242, 1415, 3215, 371, 40, 70, NA, 22497,  0*
167, 170.0, 52601, 21508, 924, 1193, 4391, 2195, 1296, 685, 47, 47, NA, 84793,  0*
168, 170.9, 5459, 9807, 3729, 1055, 1965, 1808, 1865, 790, 48, 40, NA, 26478,  0*
169, 171.9, 5802, 1309, 2860, 6348, 2450, 2083, 914, 324, 54, 43, NA, 22090,  0*
170, 172.9, 7347, 6032, 1991, 1723, 2664, 1719, 2668, 462, 57, 44, NA, 24606,  0*
171, 174.0, 2512, 1703, 1571, 6868, 1249, 1292, 1781, 324, 63, 83, NA, 17300,  0*
172, 174.9, 128120, 7419, 680, 2359, 1434, 2211, 1219, 616, 67, 80, NA, 144058,  0*
173, 177.9, 1645, 1573, 242, 594, 575, 1334, 1116, 592, 78, 57, NA, 7671,  0*
174, 178.9, 238171, 195164, 19258, 26781, 46401, 38225, 7624, 3531, 78, 48, NA, 575155,  0*
175, 179.9, 76003, 4717, 1192, 932, 3185, 2727, 2287, 503, 88, 21, NA, 91546,  0*
176, 181.0, 102261, 41661, 10061, 4992, 2263, 2090, 2065, 1427, 70, 23, NA, 166820,  0
177, 181.9, 23018, 16101, 660, 2749, 1551, 2112, 789, 1168, 54, 20, NA, 48148,  0
178, 182.9, 7657, 7848, 1056, 496, 1575, 815, 974, 791, 47, 20, NA, 21212,  0
179, 183.9, 1271689, 541780, 29479, 73674, 13369, 16868, 20528, 12132, 17, 17, NA, 1979519,  0
180, 185.9, 86670, 24412, 2264, 10484, 2182, 3021, 2976, 1423, 24, 20, NA, 133432,  0
181, 186.9, 271359, 151141, 23194, 8483, 40064, 45279, 10694, 2108, 34, 17, NA, 552322,  0
182, 188.0, 1173376, 91182, 96272, 72926, 89134, 56452, 7619, 5355, 43, 35, NA, 1592316,  0
183, 188.9, 117244, 128630, 22494, 11014, 8555, 3653, 5695, 1296, 41, 40, NA, 298581,  0
184, 189.9, 794588, 75317, 12495, 6070, 8264, 17788, 4587, 2990, 51, 29, NA, 922099,  0
185, 190.9, 1277925, 394061, 35444, 2079, 9356, 23436, 8721, 2424, 35, 24, NA, 1753446,  0
186, 191.9, 5656, 4808, 7338, 2017, 3333, 2581, 1559, 1098, 35, 27, NA, 28390,  0
187, 192.9, 30274, 28029, 2057, 915, 3800, 1214, 3859, 727, 38, 14, NA, 70875,  0
188, 193.9, 300898, 52493, 27043, 18955, 7035, 7906, 8542, 3714, 29, 29, NA, 426586,  0
189, 195.0, 183626, 171929, 48680, 7990, 5708, 9312, 16393, 8252, 27, 43, NA, 451890,  0
190, 195.9, 69598, 6230, 3010, 3076, 1088, 2058, 1252, 1020, 26, 38, NA, 87332,  0
191, 196.9, 2060, 2200, 5478, 1826, 1613, 1249, 868, 512, 40, 74, NA, 15806,  0
192, 197.9, 110658, 16055, 1369, 1767, 1183, 684, 488, 87, 30, 57, NA, 132291,  0
193, 199.0, 13686, 1788, 3419, 2761, 1877, 1309, 892, 715, 44, 77, NA, 26447,  0
194, 199.9, 15533, 9674, 6029, 1431, 1598, 877, 522, 1024, 30, 77, NA, 36688,  0
195, 201.0, 6601, 1447, 584, 1261, 1749, 1238, 1098, 376, 43, 61, NA, 14354,  0
196, 201.9, 2836, 1922, 3743, 2163, 1303, 999, 814, 379, 56, 84, NA, 14159,  0
197, 202.9, 5315, 9565, 7866, 7306, 2281, 1488, 874, 639, 44, 83, NA, 35334,  0
198, 203.9, 3682, 3301, 1308, 1110, 1664, 1352, 816, 184, 63, 77, NA, 13417,  0
199, 204.9, 8076, 10668, 3363, 4135, 1739, 2286, 880, 1022, 50, 80, NA, 32169,  0
200, 206.0, 6518, 1347, 782, 2430, 2299, 1271, 2262, 620, 57, 70, NA, 17529,  0
201, 206.9, 5312, 3223, 1824, 721, 571, 1278, 933, 142, 74, 61, NA, 14004,  0
202, 207.9, 2473, 878, 2732, 1250, 1861, 1614, 1563, 683, 77, 70, NA, 13054,  0
203, 208.9, 8379, 4256, 451, 2876, 3598, 1142, 1788, 455, 78, 67, NA, 22945,  0
204, 209.9, 4614, 7801, 1070, 203, 865, 1851, 690, 1013, 75, 47, NA, 18107,  0
205, 210.9, 1420, 3703, 1096, 3988, 2843, 1529, 958, 546, 74, 48, NA, 16083,  0
206, 211.9, 1877, 5266, 1355, 2808, 1579, 2717, 1018, 847, 70, 40, NA, 17467,  0
207, 213.0, 1601, 1491, 757, 912, 595, 3130, 780, 1737, 90, 40, NA, 11003,  0
208, 213.9, 4969, 7080, 2303, 3735, 867, 1924, 308, 842, 84, 60, NA, 22028,  0
209, 214.9, 7522, 1493, 1581, 3187, 781, 767, 634, 358, 80, 70, NA, 16323,  0
210, 215.9, 3502, 4398, 4693, 5156, 1517, 1617, 761, 1084, 69, 84, NA, 22728,  0
211, 217.0, 5011, 4028, 2579, 2033, 3053, 942, 532, 477, 47, 91, NA, 18655,  0
212, 217.9, 2903, 1414, 2942, 3654, 1817, 1158, 1029, 691, 47, 100, NA, 15608,  0
213, 218.9, 27104, 29477, 9697, 2210, 7397, 2068, 2088, 620, 38, 81, NA, 80661,  0
214, 220.0, 164614, 12082, 1472, 1464, 1042, 1341, 883, 201, 37, 57, NA, 183099,  0
215, 220.9, 120798, 118626, 29121, 84477, 35001, 61730, 13408, 1056, 47, 56, NA, 464217,  0
216, 221.9, 619884, 513162, 140944, 112073, 35775, 53980, 41488, 16383, 38, 41, NA, 1533689,  0
217, 222.9, 838674, 264358, 8684, 40768, 14834, 6294, 11157, 13048, 27, 35, NA, 1197817,  0
218, 224.0, 96954, 39440, 13769, 5521, 5020, 2001, 2213, 984, 17, 44, NA, 165902,  0
219, 224.9, 222741, 54315, 4869, 8051, 5712, 4397, 973, 1614, 3, 34, NA, 302672,  0
220, 225.9, 12276, 7047, 4254, 3331, 2300, 1442, 1301, 1029, 7, 40, NA, 32980,  0
221, 226.9, 70479, 17851, 3426, 3115, 3555, 1901, 1188, 472, 20, 44, NA, 101987,  0
222, 227.9, 2588, 2298, 1954, 1559, 1701, 2414, 1581, 407, 47, 48, NA, 14502,  0
223, 228.9, 6444, 3598, 2023, 3123, 1292, 1234, 1298, 955, 54, 66, NA, 19967,  0
224, 229.9, 1885, 4595, 1825, 2563, 1883, 1200, 904, 377, 57, 64, NA, 15232,  0
225, 231.0, 143798, 13403, 2499, 3658, 4813, 1344, 935, 410, 56, 66, NA, 170860,  0
226, 231.9, 1406, 2430, 1379, 1715, 796, 844, 1187, 418, 47, 70, NA, 10175,  0
227, 233.0, 2670, 2648, 1721, 515, 2618, 1357, 1130, 407, 53, 60, NA, 13066,  0
228, 233.9, 36197, 10319, 3542, 6757, 3897, 1257, 1570, 252, 44, 60, NA, 63791,  0
229, 234.9, 3048, 8961, 2397, 2638, 3973, 1475, 865, 455, 50, 60, NA, 23812,  0
230, 235.9, 2383, 2145, 785, 1629, 2091, 1069, 823, 426, 53, 54, NA, 11351,  0
231, 236.9, 10015, 727, 1105, 1827, 1789, 911, 681, 344, 53, 64, NA, 17399,  0
232, 238.0, 7936, 3279, 4848, 1581, 4448, 1979, 1615, 433, 66, 64, NA, 26119,  0
233, 238.9, 3189, 5288, 5254, 2278, 2448, 1201, 656, 316, 66, 77, NA, 20630,  0
234, 239.9, 3590, 4771, 4513, 1603, 1658, 2351, 1951, 428, 64, 80, NA, 20865,  0
235, 240.9, 81235, 14220, 830, 1808, 1338, 1750, 772, 409, 54, 60, NA, 102362,  0
236, 242.0, 2569, 4479, 2145, 2076, 6026, 2090, 855, 697, 56, 51, NA, 20937,  0
237, 242.9, 50488, 9973, 3190, 1317, 740, 620, 326, 165, 48, 43, NA, 66819,  0
238, 243.9, 9999, 21353, 2661, 3313, 2215, 1490, 932, 509, 30, 29, NA, 42472,  0
239, 244.9, 15564, 5916, 3273, 8302, 2869, 1277, 1277, 530, 27, 54, NA, 39008,  0
240, 245.9, 718, 9163, 2817, 870, 1515, 1419, 1791, 627, 20, 54, NA, 18920,  0
241, 246.9, 1384, 4508, 2201, 937, 1254, 1439, 1560, 219, 37, 54, NA, 13502,  0
242, 247.9, 4871, 7448, 1653, 2089, 1657, 1571, 323, 760, 47, 60, NA, 20372,  0
243, 249.0, 18128, 5001, 2589, 5821, 1616, 686, 685, 173, 43, 60, NA, 34699,  0
244, 249.9, 18224, 23447, 11158, 2171, 953, 1747, 1177, 699, 35, 66, NA, 59576,  0
245, 250.9, 45340, 24883, 5776, 5010, 1216, 1284, 644, 293, 17, 64, NA, 84446,  0
246, 251.9, 4692, 10389, 1179, 775, 1797, 2292, 777, 631, 20, 54, NA, 22532,  0
247, 252.9, 2941, 11216, 1595, 5443, 2444, 1204, 1252, 361, 23, 43, NA, 26456,  0
248, 253.9, 701, 4314, 2371, 1697, 910, 687, 2406, 345, 26, 47, NA, 13431,  0
249, 254.9, 4030, 15481, 3258, 3781, 1250, 1346, 1961, 1665, 34, 47, NA, 32772,  0
250, 256.0, 11073, 4628, 4701, 4943, 751, 2705, 983, 941, 34, 70, NA, 30725,  0
251, 256.9, 2009, 1437, 5940, 2002, 3569, 1888, 660, 627, 44, 83, NA, 18132,  0
252, 257.9, 5271, 2756, 4506, 1708, 1538, 832, 640, 252, 47, 90, NA, 17503,  0
253, 258.9, 125049, 33099, 3180, 6495, 13863, 3954, 3450, 435, 51, 81, NA, 189525,  0
254, 260.0, 1072990, 127485, 18302, 28693, 3773, 9332, 10408, 2750, 40, 64, NA, 1273733,  0
255, 260.9, 2187, 2312, 1815, 3110, 2786, 844, 2172, 1161, 34, 61, NA, 16387,  0
