obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
89, 129.9, 2034230, 932689, 151644, 339243, 578837, 290020, 77527, 10509, 69, 57, NA, 4414699,  X*
90, 130.9, 446952, 46711, 22630, 23509, 57255, 45946, 9452, 5965, 77, 56, NA, 658420,  X*
91, 131.9, 122147, 78958, 2710, 7811, 6373, 6151, 4670, 1860, 64, 48, NA, 230680,  X*
92, 132.9, 996717, 84300, 35095, 32674, 46675, 17986, 7432, 4719, 67, 50, NA, 1225598,  X*
93, 133.9, 703463, 81234, 27019, 61614, 15620, 27820, 3000, 6050, 64, 57, NA, 925820,  X*
94, 134.9, 210126, 286195, 22836, 7975, 15439, 9413, 1852, 1005, 23, 48, NA, 554841,  X*
95, 135.9, 931092, 50722, 26627, 3473, 20007, 11154, 4395, 4230, 30, 60, NA, 1051700,  X*
96, 137.0, 397776, 55803, 6413, 10349, 7329, 12253, 5849, 5099, 37, 53, NA, 500871,  X*
97, 138.9, 86691, 24169, 21757, 15636, 13171, 11949, 7692, 2291, 38, 54, NA, 183356,  X*
98, 140.9, 948224, 17764, 16717, 14801, 26001, 12702, 9347, 1651, 69, 74, NA, 1047207,  X*
99, 141.9, 827629, 187656, 77608, 86882, 84286, 115916, 30266, 15027, 83, 75, NA, 1425270,  X*
100, 142.9, 265967, 18929, 7807, 10403, 15935, 2907, 4362, 701, 70, 81, NA, 327011,  X*
101, 143.9, 85974, 53066, 12410, 18058, 6748, 7764, 6021, 1631, 63, 77, NA, 191672,  X*
102, 144.9, 180872, 35756, 15711, 14501, 4348, 8918, 4474, 825, 53, 77, NA, 265405,  X*
103, 145.9, 790923, 150545, 65230, 13052, 43264, 33581, 28643, 1704, 41, 74, NA, 1126942,  X*
104, 146.9, 1015903, 106238, 71429, 48465, 98436, 50587, 23164, 8972, 57, 74, NA, 1423194,  X*
105, 147.9, 860131, 94660, 17027, 7651, 24228, 13461, 8460, 1755, 60, 64, NA, 1027373,  X*
106, 148.9, 369224, 133783, 35319, 34222, 39052, 14471, 7889, 2493, 51, 60, NA, 636453,  X*
107, 149.9, 593503, 91133, 15857, 8247, 41539, 39499, 29715, 21446, 63, 50, NA, 840939,  X*
108, 150.9, 51291, 5985, 1779, 3761, 803, 2379, 547, 539, 61, 51, NA, 67084,  X*
109, 151.9, 1845121, 119368, 31384, 30056, 42031, 38855, 25533, 4213, 69, 57, NA, 2136561,  X*
110, 152.9, 2124448, 493752, 70945, 104894, 57623, 43450, 33632, 19823, 67, 54, NA, 2948567,  X*
111, 153.9, 166761, 780135, 816199, 207294, 579894, 806050, 563304, 109263, 74, 67, NA, 4028900,  X*
112, 154.9, 2035707, 396653, 107401, 90997, 109431, 206522, 57800, 25092, 80, 60, NA, 3029603,  X*
113, 155.9, 542759, 186073, 3302, 36018, 25236, 31414, 23162, 13169, 75, 53, NA, 861133,  X*
114, 159.9, 293388, 2539, 1901, 1491, 960, 1496, 571, 381, 94, 63, NA, 302727,  X*
115, 160.9, 516870, 32823, 50636, 16110, 134034, 41671, 9826, 6667, 94, 60, NA, 808637,  X*
116, 161.9, 327755, 64224, 5641, 43739, 43557, 57590, 27362, 8777, 100, 60, NA, 578645,  X*
117, 163.9, 686161, 34463, 20918, 22849, 20178, 17602, 16446, 5130, 100, 74, NA, 823747,  X*
118, 164.9, 1502326, 191928, 82662, 46982, 60310, 40330, 39429, 8724, 96, 69, NA, 1972691,  X*
119, 165.9, 614289, 111750, 30055, 22437, 54862, 44660, 21196, 5005, 90, 66, NA, 904254,  X*
120, 166.9, 2011183, 382423, 110483, 114289, 137094, 98485, 16145, 16605, 70, 67, NA, 2886707,  X*
121, 167.9, 78864, 121866, 11748, 21877, 15438, 16083, 4603, 1956, 60, 57, NA, 272435,  X*
122, 168.9, 1558451, 385066, 33226, 16058, 40348, 41227, 11952, 3202, 56, 41, NA, 2089530,  X*
123, 176.9, 1868405, 564205, 443341, 117330, 259765, 178827, 156063, 22230, 48, 50, NA, 3610166,  X*
124, 179.9, 738077, 143000, 145750, 17663, 71988, 69499, 21112, 8767, 53, 54, NA, 1215856,  X*
125, 181.9, 736932, 314459, 27593, 46791, 85774, 60795, 46955, 15135, 60, 51, NA, 1334434,  X
126, 182.9, 178420, 13520, 4836, 3200, 9880, 7730, 3842, 1196, 81, 60, NA, 222624,  X
127, 208.9, 841090, 842760, 106628, 168104, 165367, 138623, 90912, 47449, 78, 53, NA, 2400933,  X
128, 214.9, 858805, 66213, 25223, 14235, 10183, 28599, 8443, 3215, NA, NA, NA, 1014916,  X
129, 216.9, 461989, 54884, 4404, 14514, 23230, 52542, 14560, 5325, NA, NA, NA, 631448,  X
130, 217.9, 89275, 58859, 1838, 14070, 47841, 32456, 4898, 5660, NA, NA, NA, 254897,  X
131, 220.9, 2022167, 1604059, 37019, 237101, 174249, 160654, 88484, 25009, 60, 38, NA, 4348742,  X
132, 221.9, 1559936, 158011, 73905, 59143, 27128, 72496, 26479, 16225, 56, 60, NA, 1993323,  X
133, 222.9, 488838, 42808, 27465, 48050, 13426, 14886, 14175, 2811, 34, 80, NA, 652459,  X
134, 225.9, 93698, 12872, 4025, 7122, 4911, 6523, 3455, 748, 35, 88, NA, 133354,  X
135, 228.9, 1188814, 69462, 71518, 62508, 58204, 89421, 23779, 7167, 51, 100, NA, 1570873,  X
136, 229.9, 369907, 23755, 8553, 12293, 13603, 16199, 3408, 2772, 54, 100, NA, 450490,  X
137, 230.9, 942140, 731821, 165020, 55856, 55920, 51520, 99971, 30330, 47, 80, NA, 2132578,  X
138, 231.9, 503136, 80858, 26750, 6477, 13919, 15303, 8623, 4709, 40, 75, NA, 659775,  X
139, 232.9, 720093, 73095, 19565, 14239, 22056, 34311, 19802, 1994, 37, 61, NA, 905155,  X
140, 233.9, 232795, 37396, 23826, 7219, 6499, 11279, 8545, 4907, 27, 67, NA, 332466,  X
141, 234.9, 72011, 120462, 36611, 14285, 18164, 35105, 13593, 9263, 41, 69, NA, 319494,  X
142, 235.9, 3088916, 494484, 153524, 121808, 214569, 84656, 97496, 17968, 40, 70, NA, 4273421,  X
143, 236.9, 237538, 29603, 60036, 7844, 8248, 12279, 3367, 1848, 30, 90, NA, 360763,  X
144, 237.9, 164228, 237863, 31680, 13126, 19715, 39245, 9786, 1155, 29, 66, NA, 516798,  X
145, 238.9, 697313, 87862, 11878, 11516, 15959, 20254, 15915, 5332, 27, 57, NA, 866029,  X
146, 239.9, 5357, 12258, 3237, 3453, 6346, 1686, 1867, 842, 24, 54, NA, 35046,  X
147, 240.9, 72726, 21133, 22866, 39023, 21263, 9497, 6735, 8680, 24, 53, NA, 201923,  X
148, 241.9, 204791, 18803, 9407, 12923, 6466, 6291, 2789, 2303, 24, 75, NA, 263773,  X
149, 242.9, 10683, 10287, 3549, 15495, 7160, 5704, 3934, 687, 26, 94, NA, 57499,  X
150, 243.9, 119550, 20533, 3562, 3436, 5134, 7647, 1323, 934, 37, 87, NA, 162119,  X
151, 244.9, 352692, 148952, 39888, 21054, 47414, 63546, 59716, 13692, 48, 63, NA, 746954,  X
152, 245.9, 913121, 118569, 23960, 24195, 56858, 78770, 11213, 8481, 57, 47, NA, 1235167,  X
153, 246.9, 2217808, 711724, 113597, 141668, 93937, 136100, 98217, 32495, 56, 30, NA, 3545546,  X
154, 247.9, 1874384, 99949, 60769, 20719, 50200, 25673, 6115, 5606, 50, 43, NA, 2143415,  X
155, 248.9, 1161373, 392787, 41728, 75431, 99717, 54537, 34143, 28223, 38, 41, NA, 1887939,  X
156, 249.9, 56585, 23870, 7988, 4228, 7016, 7292, 8272, 2077, 29, 48, NA, 117328,  X
157, 252.9, 74894, 14964, 10795, 5879, 2328, 9068, 3524, 1217, 37, 61, NA, 122669,  X
158, 253.9, 1060582, 291017, 86870, 49134, 75225, 111668, 78277, 9121, 43, 54, NA, 1761894,  X
159, 254.9, 272659, 48593, 63798, 35547, 63219, 60644, 22375, 8696, 54, 69, NA, 575531,  X
160, 255.9, 914165, 583851, 84466, 65026, 68196, 78643, 190816, 124073, 48, 64, NA, 2109236,  X
161, 256.9, 288107, 23665, 10815, 5099, 2429, 3192, 3415, 274, 37, 61, NA, 336996,  X
162, 257.9, 273171, 43008, 5103, 3261, 3334, 5250, 1842, 977, 27, 54, NA, 335946,  X
163, 258.9, 2162782, 729613, 196294, 96661, 155610, 44176, 85286, 41215, 4, 44, NA, 3511637,  X
164, 259.9, 598637, 355558, 4672, 23014, 30299, 24510, 4725, 3084, 1, 29, NA, 1044499,  X
165, 260.9, 907902, 84211, 9938, 14548, 34165, 23065, 5364, 1379, 10, 13, NA, 1080572,  X
166, 262.9, 71019, 63681, 27849, 8190, 8574, 8826, 5267, 2361, 8, 26, NA, 195767,  X
167, 263.9, 924530, 448574, 39539, 106517, 56419, 116936, 64345, 11764, 23, 23, NA, 1768624,  X
168, 286.9, 308769, 95242, 48977, 17707, 32195, 25784, 16649, 7058, 34, 48, NA, 552381,  X
169, 287.9, 1197304, 155336, 11912, 6730, 11638, 8156, 4299, 1883, 17, 43, NA, 1397258,  X
170, 288.9, 70018, 97974, 15861, 13688, 10617, 11543, 4220, 1147, 17, 35, NA, 225068,  X
171, 289.9, 1741097, 40879, 95158, 5894, 15624, 23072, 11070, 3942, 16, 57, NA, 1936736,  X
172, 292.9, 955748, 910834, 397960, 230967, 65168, 138382, 107873, 5496, 11, 61, NA, 2812428,  X
173, 293.9, 2212420, 32010, 20850, 34441, 7145, 7602, 12073, 4419, 17, 93, NA, 2330960,  X
174, 294.9, 11329, 5235, 2782, 4455, 2506, 1968, 2443, 1496, 23, 100, NA, 32214,  X
175, 295.9, 47344, 11708, 14416, 2471, 8785, 5528, 11051, 2392, 24, 100, NA, 103695,  X
176, 296.9, 289340, 32657, 12781, 2972, 15319, 8410, 4831, 2934, 30, 91, NA, 369244,  X
177, 297.9, 494587, 92194, 12714, 1703, 9185, 8156, 6812, 1759, 29, 63, NA, 627110,  X
178, 298.9, 170074, 68817, 15229, 12737, 2622, 3005, 2721, 1634, 13, 51, NA, 276839,  X
179, 299.9, 598772, 62734, 5010, 8583, 6031, 9475, 7859, 1234, 10, 34, NA, 699698,  X
180, 300.9, 88291, 207823, 26817, 6878, 25489, 16716, 10707, 5164, 1, 23, NA, 387885,  1
181, 301.9, 43934, 10505, 2334, 10814, 5967, 4354, 9115, 3102, 10, 43, NA, 90125,  1
182, 302.9, 695729, 141376, 16351, 16708, 19718, 21603, 18921, 5462, 24, 35, NA, 935868,  0
183, 303.9, 43897, 13472, 20543, 9940, 15087, 8893, 4420, 879, 30, 54, NA, 117131,  0
184, 304.9, 564498, 68579, 50128, 24764, 13508, 24835, 13485, 5353, 40, 77, NA, 765150,  0
185, 305.9, 464960, 199721, 8968, 26410, 16646, 8853, 17786, 4010, 23, 57, NA, 747354,  0
186, 306.9, 1001282, 686296, 136020, 67517, 93555, 82335, 44618, 12590, 20, 61, NA, 2124213,  0
187, 307.9, 217586, 20789, 2684, 10480, 11935, 5197, 3587, 212, 16, 50, NA, 272470,  0
188, 308.9, 1501282, 410945, 196787, 62148, 29286, 42101, 37145, 27184, 7, 47, NA, 2306878,  0
189, 309.9, 361274, 172211, 46426, 118739, 91687, 17926, 15433, 4746, 10, 63, NA, 828442,  0
190, 310.9, 850423, 50220, 19932, 9500, 15133, 4505, 2261, 617, 4, 70, NA, 952591,  0
191, 311.9, 114742, 6194, 6144, 892, 3254, 6318, 4406, 920, 16, 75, NA, 142870,  0
192, 312.9, 126810, 8977, 6361, 8390, 4258, 3495, 4232, 856, 26, 81, NA, 163379,  0
193, 313.9, 926433, 193592, 31854, 144637, 59489, 30727, 13368, 1683, 30, 81, NA, 1401783,  0
194, 314.9, 57099, 2827, 4837, 4403, 732, 1515, 988, 1539, 40, 97, NA, 73940,  0
195, 315.9, 495057, 56124, 50044, 59777, 54495, 37042, 10265, 3183, 30, 100, NA, 765987,  0
196, 316.9, 1767009, 117313, 38490, 116775, 84537, 52488, 32664, 18279, 34, 93, NA, 2227555,  0
197, 317.9, 96247, 97961, 30168, 2792, 22648, 8811, 11049, 6542, 29, 81, NA, 276218,  0
198, 319.9, 1495253, 270046, 105410, 26247, 49559, 45479, 29420, 8868, 29, 61, NA, 2030282,  0
199, 320.9, 879791, 40536, 2725, 7850, 62973, 20545, 13705, 8051, 35, 35, NA, 1036176,  0
200, 321.9, 240736, 38534, 28171, 20141, 5079, 11255, 5846, 1703, 30, 40, NA, 351465,  0
201, 322.9, 1177817, 238781, 29932, 44097, 78253, 37262, 30975, 28709, 38, 37, NA, 1665826,  0
202, 323.9, 931817, 43068, 16390, 55614, 16163, 45060, 24323, 4071, 51, 44, NA, 1136506,  0
203, 327.9, 108314, 65625, 37632, 3316, 4050, 7869, 7406, 1726, 34, 66, NA, 235938,  0
204, 328.9, 873384, 561166, 345430, 161571, 53815, 98564, 63838, 12228, 29, 64, NA, 2169996,  0
205, 329.9, 284437, 56949, 21492, 24361, 46460, 50426, 14820, 8717, 43, 67, NA, 507662,  0
206, 330.9, 906391, 21907, 12053, 19003, 6200, 4676, 1142, 3566, 29, 70, NA, 974938,  0
207, 331.9, 1768674, 114609, 42268, 43128, 24112, 31352, 37973, 6500, 38, 70, NA, 2068616,  0
208, 332.9, 694279, 74359, 43876, 4863, 22087, 10666, 8821, 2080, 37, 64, NA, 861031,  0
209, 333.9, 265167, 95067, 5371, 6379, 6873, 4242, 2699, 4161, 10, 53, NA, 389959,  0
210, 334.9, 389201, 249378, 14921, 108982, 74893, 70273, 22266, 9269, 17, 40, NA, 939183,  0
211, 335.9, 1129274, 62520, 27459, 14551, 28586, 13493, 11921, 1814, 16, 38, NA, 1289618,  0
212, 336.9, 528628, 197965, 51099, 58789, 67579, 55421, 70952, 9341, 23, 37, NA, 1039774,  0
213, 338.0, 1538966, 156965, 54331, 14703, 40386, 27325, 16367, 7010, 35, 48, NA, 1856053,  0
214, 338.9, 12810, 17028, 12090, 4658, 5676, 7419, 6001, 760, 37, 56, NA, 66442,  0
215, 339.9, 197566, 442918, 27511, 104937, 59561, 55103, 27850, 14978, 34, 50, NA, 930424,  0
216, 340.9, 62444, 14138, 24907, 11811, 3795, 6670, 3722, 2387, 29, 66, NA, 129874,  0
217, 341.9, 1047463, 345390, 689264, 111502, 322186, 314294, 66560, 39373, 38, 78, NA, 2936032,  0
218, 342.9, 1365101, 721504, 523507, 77194, 160795, 116566, 83813, 33005, 29, 78, NA, 3081485,  0
219, 343.9, 1386461, 160142, 49750, 50069, 43264, 52174, 34520, 15667, 37, 83, NA, 1792047,  0
220, 344.9, 134960, 75111, 18376, 7604, 24483, 7093, 6362, 1665, 29, 61, NA, 275654,  0
221, 345.9, 59417, 56195, 598, 29508, 6528, 21754, 21412, 3372, 27, 51, NA, 198784,  0
222, 346.9, 60881, 108366, 11472, 14554, 5843, 7391, 2518, 790, 23, 38, NA, 211815,  0
223, 347.9, 2067092, 765742, 741869, 249911, 385558, 439899, 72576, 85789, 26, 44, NA, 4808436,  0
224, 348.9, 41816, 19723, 3302, 2107, 8553, 3228, 1334, 1087, 30, 40, NA, 81150,  0
225, 353.9, 2974, 27413, 3474, 3194, 3930, 2708, 1996, 1792, 20, 34, NA, 47481,  0
226, 354.9, 334257, 32660, 19089, 37353, 40551, 8709, 8790, 2196, 26, 47, NA, 483605,  0
227, 355.9, 360362, 68388, 13131, 31688, 17896, 6691, 6119, 3068, 11, 41, NA, 507343,  0
228, 358.9, 204778, 114923, 30416, 12494, 16063, 28818, 13361, 4208, 16, 48, NA, 425061,  0
229, 366.9, 256669, 63181, 8785, 1172, 5300, 5614, 1978, 396, 16, 43, NA, 343095,  0
230, 367.9, 1866758, 1270202, 120852, 448054, 397294, 352011, 159310, 104507, 21, 34, NA, 4718988,  0
231, 368.9, 819035, 825623, 77239, 48598, 62662, 132254, 14777, 29763, 30, 17, NA, 2009951,  0
232, 370.0, 842434, 62910, 53711, 7984, 17735, 59589, 30922, 3108, 40, 23, NA, 1078393,  0
233, 370.9, 682495, 245666, 71962, 59645, 50090, 34041, 16866, 5454, 43, 38, NA, 1166219,  0
234, 371.9, 1007923, 77793, 27276, 29811, 29070, 48620, 7074, 4997, 50, 41, NA, 1232564,  0
235, 374.9, 27453, 20185, 15602, 14700, 18374, 8280, 3803, 1100, 51, 61, NA, 109497,  0
236, 375.9, 263210, 184685, 40448, 21097, 54228, 23094, 6020, 6786, 34, 54, NA, 599568,  0
237, 376.9, 98237, 149151, 10236, 19102, 22210, 13512, 25988, 6905, 30, 43, NA, 345341,  0
238, 377.9, 218903, 63690, 37337, 11890, 2921, 12126, 8535, 4295, 20, 50, NA, 359697,  0
239, 378.9, 1449855, 216516, 58829, 23072, 56983, 63873, 27710, 10942, 23, 37, NA, 1907780,  0
240, 379.9, 213422, 51363, 40279, 20833, 23500, 19044, 5668, 1976, 29, 48, NA, 376085,  0
241, 380.9, 1134312, 56766, 26939, 17137, 42868, 29159, 25923, 4317, 43, 56, NA, 1337421,  0
242, 381.9, 1551292, 25192, 92934, 70223, 37097, 27582, 18910, 4910, 47, 69, NA, 1828140,  0
243, 382.9, 993541, 243235, 28012, 86472, 102135, 63576, 23834, 14233, 44, 70, NA, 1555038,  0
244, 383.9, 475235, 210587, 3610, 24683, 19324, 13459, 11534, 1051, 34, 50, NA, 759483,  0
245, 384.9, 199118, 93841, 13429, 43721, 17217, 30359, 12435, 5870, 29, 53, NA, 415990,  0
246, 395.9, 887687, 32491, 58364, 25080, 28102, 39212, 18653, 3592, 37, 43, NA, 1093181,  0
